ticker,Date,time,Open,High,Low,Close,Vol
TADAWUL:TASI,2001-10-31,00:00:00,2374.69,2374.69,2374.69,2374.69,0
TADAWUL:TASI,2001-11-01,00:00:00,2366.04,2366.04,2366.04,2366.04,0
TADAWUL:TASI,2001-11-05,00:00:00,2345.00,2345.00,2345.00,2345.00,0
TADAWUL:TASI,2001-11-06,00:00:00,2358.20,2358.20,2358.20,2358.20,0
TADAWUL:TASI,2001-11-07,00:00:00,2349.86,2349.86,2349.86,2349.86,0
TADAWUL:TASI,2001-11-08,00:00:00,2349.86,2354.34,2349.81,2354.13,0
TADAWUL:TASI,2001-11-11,00:00:00,2369.16,2375.73,2368.09,2370.99,0
TADAWUL:TASI,2001-11-12,00:00:00,2369.16,2375.73,2368.09,2370.99,0
TADAWUL:TASI,2001-11-13,00:00:00,2381.75,2416.16,2378.92,2414.78,0
TADAWUL:TASI,2001-11-14,00:00:00,2414.78,2429.86,2407.42,2410.97,0
TADAWUL:TASI,2001-11-15,00:00:00,2410.97,2410.97,2391.67,2400.40,0
TADAWUL:TASI,2001-11-19,00:00:00,2368.95,2372.41,2355.28,2364.87,0
TADAWUL:TASI,2001-11-20,00:00:00,2364.87,2386.04,2364.03,2384.74,0
TADAWUL:TASI,2001-11-21,00:00:00,2384.74,2386.39,2374.17,2374.87,0
TADAWUL:TASI,2001-11-22,00:00:00,2374.87,2381.57,2374.12,2381.10,0
TADAWUL:TASI,2001-11-25,00:00:00,2387.48,2397.02,2386.98,2396.98,0
TADAWUL:TASI,2001-11-26,00:00:00,2396.98,2396.98,2383.69,2386.83,0
TADAWUL:TASI,2001-11-27,00:00:00,2386.83,2388.74,2382.48,2385.15,0
TADAWUL:TASI,2001-11-28,00:00:00,2385.15,2385.39,2365.65,2369.06,0
TADAWUL:TASI,2001-11-29,00:00:00,2369.06,2369.06,2360.28,2360.28,0
TADAWUL:TASI,2001-12-03,00:00:00,2359.95,2359.95,2338.33,2338.33,0
TADAWUL:TASI,2001-12-04,00:00:00,2338.33,2338.33,2317.31,2325.28,0
TADAWUL:TASI,2001-12-05,00:00:00,2325.28,2348.65,2324.88,2341.77,0
TADAWUL:TASI,2001-12-06,00:00:00,2341.77,2346.38,2340.83,2346.38,0
TADAWUL:TASI,2001-12-09,00:00:00,2341.86,2342.85,2319.94,2341.99,0
TADAWUL:TASI,2001-12-10,00:00:00,2341.99,2345.69,2329.12,2330.98,0
TADAWUL:TASI,2001-12-11,00:00:00,2330.98,2346.06,2324.73,2345.73,0
TADAWUL:TASI,2001-12-19,00:00:00,2345.73,2363.76,2345.73,2361.60,0
TADAWUL:TASI,2001-12-20,00:00:00,2361.60,2365.60,2361.60,2363.39,0
TADAWUL:TASI,2001-12-23,00:00:00,2378.07,2392.61,2377.59,2392.43,0
TADAWUL:TASI,2001-12-24,00:00:00,2392.43,2401.77,2391.74,2401.74,0
TADAWUL:TASI,2001-12-25,00:00:00,2401.74,2408.70,2400.96,2404.52,0
TADAWUL:TASI,2001-12-26,00:00:00,2404.52,2427.10,2404.52,2424.77,0
TADAWUL:TASI,2001-12-27,00:00:00,2424.77,2440.07,2424.77,2435.59,0
TADAWUL:TASI,2001-12-30,00:00:00,2435.61,2440.77,2422.04,2434.10,0
TADAWUL:TASI,2001-12-31,00:00:00,2434.10,2437.60,2423.72,2430.11,0
TADAWUL:TASI,2002-01-01,00:00:00,2430.11,2441.29,2422.87,2439.59,0
TADAWUL:TASI,2002-01-02,00:00:00,2439.59,2448.37,2437.89,2441.64,0
TADAWUL:TASI,2002-01-03,00:00:00,2441.64,2451.89,2441.64,2449.06,0
TADAWUL:TASI,2002-01-06,00:00:00,2449.06,2469.19,2449.06,2464.07,0
TADAWUL:TASI,2002-01-07,00:00:00,2465.87,2470.62,2460.68,2462.27,0
TADAWUL:TASI,2002-01-08,00:00:00,2462.27,2469.87,2460.39,2464.70,0
TADAWUL:TASI,2002-01-09,00:00:00,2464.70,2465.44,2461.36,2462.44,0
TADAWUL:TASI,2002-01-10,00:00:00,2462.44,2468.62,2460.44,2468.62,0
TADAWUL:TASI,2002-01-13,00:00:00,2461.13,2461.64,2458.02,2461.17,0
TADAWUL:TASI,2002-01-14,00:00:00,2461.17,2462.62,2456.78,2459.69,0
TADAWUL:TASI,2002-01-15,00:00:00,2459.69,2461.22,2455.84,2456.50,0
TADAWUL:TASI,2002-01-16,00:00:00,2456.50,2456.59,2440.99,2444.31,0
TADAWUL:TASI,2002-01-17,00:00:00,2444.31,2452.19,2444.23,2450.03,0
TADAWUL:TASI,2002-01-20,00:00:00,2449.08,2449.08,2434.14,2437.30,0
TADAWUL:TASI,2002-01-21,00:00:00,2437.30,2454.17,2437.30,2446.97,0
TADAWUL:TASI,2002-01-22,00:00:00,2446.97,2457.78,2444.91,2448.48,0
TADAWUL:TASI,2002-01-23,00:00:00,2448.48,2455.89,2448.30,2449.19,0
