Symbol,Shares,NetIncome,Equity,BookValue,Free float
4040,125,86.92,1476.91,11.81,104.535
4050,45,27.89,695.37,15.45,40.255
4061,19.6,3.76,217.58,11.1,16.68
4070,15,0.95,236.76,15.78,12.096
4080,126.388,114.46,2471.36,19.55,63.295
4090,150,211.59,3375.66,22.5,103.484
4100,164.816,372.46,4614.52,27.99,113.464
4110,18,2.92,163.06,9.05,17.999
4130,15,-,-,-,15
4140,10.8,5.05,115.83,10.72,10.8
4150,100,250.61,1649.27,16.49,88.866
4160,10,4.45,46.2,4.62,10
4170,10.15,9.53,83.86,8.26,10.15
4180,55,35.67,632.29,11.49,42.5
4190,60,586.44,1096.24,18.27,60
4200,30,95.39,439.9,14.66,30
4210,80,85.42,1213.16,15.16,48.362
4220,850,175.63,7601.28,8.94,335.345
4230,40,120.59,855.61,21.39,13.9
4240,70,619.69,2021.89,28.88,35.7
4250,929.4,-43.59,9012.16,9.69,520.273
4260,30.5,133.43,629.23,20.63,18.547
4270,60,117.06,829.39,13.82,28.5
4280,3705.882,716.36,29198.3,7.87,185.294
4290,30,66.18,375.52,12.51,22.545
4300,1080,933.56,16548.97,15.32,1035.219
4310,339.3,-26.25,3191.7,9.4,102
5110,4166.593,2488.66,53306.52,12.79,715.804
6001,28.571,99.83,521.46,18.25,12.711
6002,33,187.02,567.93,17.2,10.593
6004,82,521.88,1189.97,14.51,24.6
6010,60,96.52,1105.27,18.42,47.998
6020,50,-16.93,354.11,7.08,49.998
6040,20,14.24,368.45,18.42,14.497
6050,53.537,-40.85,341.87,6.38,20.61
6060,7.5,-7.72,65.22,8.69,7.498
6070,25,103.38,605.76,24.23,23.797
6080,5,-,-,-,5
6090,50,7.59,515.19,10.3,49.396
7010,2000,6379.17,51691.26,25.84,325.275
7020,770,6149.84,21359.91,27.74,448.058
7030,1080.1,-1727.37,8053.92,7.45,559.949
7040,157.5,-304.36,900.68,5.71,83.729
7050,100,-,-,-,35
8010,100,198.59,2096.5,20.96,53.37
8020,30,12.04,311.27,10.37,30
8030,80,182.41,1211.05,15.13,28.4
8040,20,11.29,169.16,8.45,7
8050,10,-11.58,66.2,6.62,5.9
8060,20,28.56,192.06,9.6,16.94
8070,20,5.42,234.84,11.74,10
8080,34,14.62,335.82,9.87,12.26
8090,20,5.42,106.62,5.33,14.16
8100,10,12.09,77.51,7.75,6.8
8110,10,-7.24,39.09,3.9,6.9
8120,22,0.77,142.93,6.49,14.238
8130,16.666,4.38,137.29,8.23,6.541
8140,10,14.36,44.51,4.45,7.96
8150,20,-17.85,91.9,4.59,12
8160,20,-32.26,142.85,7.14,11.98
8170,25,15.91,315.73,12.62,16.662
8180,25,37.04,293.59,11.74,16.525
8190,20,55.54,334.35,16.71,12.5
8200,100,33.67,948.93,9.48,89.8
8210,40,128.52,627.57,15.68,20.1
8220,20,15.85,135.07,6.75,8
8230,20,-7.92,102.24,5.11,6
8240,10,26.78,167.64,16.76,4
8250,20,14.99,182.89,9.14,9
8260,20,10.41,182.74,9.13,8
8270,13,-13.17,68.77,5.29,5.2
8280,20,4.82,139.18,6.95,6
8290,55.5,-37.87,438.84,7.9,22.2
8300,10,8.44,91.9,9.19,3
8310,32,-40.06,220.21,6.88,12.8
8311,40,-33.02,346.45,8.66,16
8312,20,-39.42,145.41,7.27,6
1810,120,820.4,1748.32,14.56,36
