Symbol,Shares,NetIncome,Equity,BookValue,Free float
1010,3000,3265,37700,12.56,1566.812
1020,820,816,11607,14.15,720.418
1030,750,1361.1,14000,18.66,434.347
1040,1143.072,759.61,13300,11.63,313.849
1050,1205.357,3484,31600,26.21,645.14
1060,1500,3855,32700,21.8,485.498
1080,1000,2957.6,24043,24.04,482.872
1090,2000,4900.2,43552,21.77,1005.44
1120,1625,8715,53400,32.86,1409.904
1140,600,937.8,7600,12.66,315.847
1150,1500,1841,20100,13.4,1107.162
1180,2000,9533,61433,30.71,711.331
1201,95,-128.84,843.4,8.87,50.94
1202,50,26.88,699.61,13.99,24.049
1210,27.5,41.26,473.62,17.22,21.433
1211,1168.478,890.65,26161.59,22.38,403.45
1212,80,32.63,1216.91,15.21,42.284
1213,22.5,-141.69,223.9,9.95,22.5
1214,63,-115.05,959,15.22,41.31
1301,43.875,26.72,512,11.66,43.875
1302,60,67.99,826.6,13.77,28.808
1303,45,53.62,610,13.55,16.114
1304,50.8,106,673.1,13.25,27.959
1320,51,-62.12,715.23,14.02,16.968
1330,55.781,-97.81,660.06,11.83,48.028
1810,209.65,626,6010,28.66,142.916
1820,55,51.99,717.4,13.04,29.723
2001,120.6,-50.95,1100,9.12,120.6
2002,480,370,6415,13.36,82.056
2010,3000,19290,161800,53.93,630.069
2020,416.666,1100.62,6797.63,16.31,166.131
2030,15,-0.47,391.04,26.06,15
2040,50,-38.21,1739,34.78,37.854
2050,533.98,98.8,9200,17.22,397.58
2060,668.914,511.9,7980,11.92,581.229
2070,120,373.39,2641,22,61.723
2080,75,184.2,1181,15.74,54.346
2090,31.666,-3.84,437.99,13.83,27.679
2100,20,-19.55,167.46,8.37,20
2110,40.411,-,-,-,32.835
2120,50,22.93,768.57,15.37,36.4
2130,40,-15,348.7,8.71,39.999
2140,49,-8.76,487.78,9.95,49
2150,32.9,61.9,634.9,19.29,23.842
2160,115.5,-247.77,999.4,8.65,115.5
2170,69.2,113.21,1164.58,16.82,69.2
2180,11.5,7.41,182.47,15.86,11.5
2190,81.6,73.79,1066,13.06,69.607
2200,40,6.9,624,15.6,40
2210,23.52,-756.43,280,11.9,23.52
2220,28.112,-11.61,386.6,13.75,18.142
2230,63.24,141.41,1515.88,23.97,61.34
2240,60,158.9,1666.4,27.77,44.999
2250,450,625,6399,14.22,373.097
2260,438.795,509.35,5284,12.04,401.651
2270,32.5,294.1,1283,39.47,15.24
2280,1000,2157.9,12263.9,12.26,219.088
2290,562.5,2201.35,15956.3,28.36,200.467
2300,45,-46.37,325,7.22,45
2310,366.666,325.4,5500,15,323.68
2320,42.631,146.2,752.5,17.65,42.631
2330,196.794,737.34,3091.18,15.7,183.343
2340,81.25,33.32,1212.48,14.92,32.5
2350,1500,992.15,14129,9.41,973.968
2360,15,31.4,326.8,21.78,9.111
2370,60,8.88,461.5,7.69,60
2380,876,965,9176,10.47,190.242
3001,97.9,35.25,1024.16,10.46,97.9
3002,170,4.69,2050,12.05,128.676
3003,189.2,114.53,2081.62,11,141.504
3004,180,54.16,2024,11.24,158.87
3005,55,31.98,522.88,9.5,27.5
3007,15,47.93,188.69,12.57,4.5
3010,100,189.7,3047.6,30.47,94.206
3020,202.5,135.15,3426,16.91,190.233
3030,153,533,2771,18.11,136.375
3040,90,273.51,1730.74,19.23,50.21
3050,140,413,3057,21.83,58.551
3060,157.5,322.64,3286,20.86,118.851
3080,86,154,2209,25.68,67.132
3090,90,4.5,1170.7,13,73.251
3091,143,42.32,1623,11.34,142.67
4001,45,376.47,1423.49,31.63,29.324
4002,50,310.3,1390,27.8,22.226
4003,42,110,507.8,12.09,16.518
4004,59,283.8,1624.4,27.53,26.024
4005,44.85,-9.35,965,21.51,29.003
4006,45,66.93,639.1,14.2,21.375
4007,120,87.94,1446,12.05,35.736
4008,24,135.3,558.51,23.27,11.08
4009,92.04,309.87,1632.56,17.73,26.787
4010,100,96.76,1765.1,17.65,35.942
4011,43,30.53,404.8,9.41,12.921
4020,120,119.48,3412,28.43,36.155
4030,393.75,921.1,9287,23.58,205.328
4031,188,538.17,2925.4,15.56,55.931
4040,125,112.16,1649,13.19,102.651
4050,54,33.57,807.53,14.95,40.784
4061,19.6,-23.16,145,7.39,16.68
4070,7.5,-10.78,58.7,7.82,7.5
