Symbol,Shares,NetIncome,Equity,BookValue,Free float
1010,1500,2639,25690.45,17.12,570.556
1020,300,222,4636.8,15.45,220.897
1030,450,530,6608.6,14.68,275.274
1040,330.75,1224,5715.15,17.27,97.075
1050,562.5,2806,14069.14,25.01,307.879
1060,750,2920,11633.83,15.51,246.456
1080,650,2486,12671.3,19.49,319.132
1090,900,4454,19845.79,22.05,498.856
1120,1500,6525,27031.8,18.02,752.002
1140,300,125,3212.84,10.7,150
1150,1500,390,15389.98,10.25,1046.005
1211,925,203.38,16187.53,17.5,415.137
1212,74.117,185.79,1437.49,19.39,22.235
2001,120.6,38.24,1390.34,11.52,60.3
2010,3000,22022.23,102924.86,34.3,704.816
2020,250,4279.85,8033.96,32.13,102.606
2030,15,7.89,211.69,14.11,15
2040,25,177.9,724.17,28.96,16.045
2050,500,202.36,6389.17,12.77,345.342
2060,460.684,600.85,7317.76,15.88,365.154
2070,60,128.27,1419.77,23.66,40.162
2080,75,148.7,940.93,12.54,53.812
2090,31.666,112.32,457.63,14.45,17.448
2100,20,14.13,170.15,8.5,20
2110,76,212.05,1050.07,13.81,63.347
2120,43.2,17.92,701.85,16.24,43.2
2130,40,5.52-,235.25,5.88,39.999
2140,49,56.25-,397.39,8.11,49
2150,25,67.7,428.09,17.12,24.98
2160,115.5,235.32,1486.84,12.87,93.76
2170,69.2,65.10-,517.37,7.47,58.88
2180,6.875,17.53,96.33,14.01,5.883
2190,68,24.21-,721.65,10.61,54.005
2200,31.5,117.26,711.77,22.59,27.003
2210,128.52,67.50-,1578.81,12.28,128.52
2220,20.445,40.2,339.99,16.62,13.194
2230,63.24,201.83,1097.03,17.34,63.24
2240,45,225.14,1036.07,23.02,34.024
2250,450,48.75,5197.23,11.54,400.54
2260,187.5,41.15-,1769.18,9.43,168.75
2270,32.5,51.81,488.09,15.01,18.917
2280,109,910.26,3617.14,33.18,45.473
2290,562.5,25.59-,5696.92,10.12,149.111
2300,30,84.75,448.38,14.94,14.964
2310,333.333,536.78,4964.6,14.89,276.348
2320,40.5,131.01,498.47,12.3,40.488
2330,141.375,210.15,1617.45,11.44,80.22
2340,81.25,201.3,1214.82,14.95,24.375
2350,1500,494.08,15494.08,10.32,674.997
2360,15,46.48,211.4,14.09,7.632
2370,40,88.41,601.98,15.04,19.175
2380,876,"1,256.24-",9263.84,10.57,166.231
3010,80,324.17,2343.42,29.29,57.226
3020,135,610.89,2841.39,21.04,118.783
3030,102,621.32,2847.7,27.91,88.153
3040,45,516.75,1723.57,38.3,24.652
3050,140,791.07,2359.63,16.85,65.033
3060,105,559.74,2356.06,22.43,55.681
3080,86,434.24,1875.32,21.8,59.63
3090,90,151.14,1044.45,11.6,85.718
4001,22.5,77.07,299.07,13.29,6.75
4010,69.006,123.35,1348.41,19.54,36.354
4020,120,117.04,3085.06,25.7,36.771
4030,315,749.97,5090.8,16.16,219.82
4040,125,30.21,1414.02,11.31,105.335
4050,45,35.51,412.52,9.16,44.999
4061,10.9,5.92,120.19,11.02,10.9
4070,15,28.01,225.63,15.04,15
4080,126.388,433.10-,2315.51,18.32,63.295
4090,150,160.14,2898.86,19.32,103.469
4100,164.816,211.8,4017.77,24.37,137.609
4110,18,11.29,166.38,9.24,17.999
4130,15,14.94-,104.53,6.96,15
4140,10.8,14.28,118.97,11.01,10.8
4150,100,79.76,1404.66,14.04,99.969
4160,10,10.24-,80.66,8.06,9.999
4170,10.15,0.18,72.71,7.16,10.15
4180,50,19.18,559.33,11.18,39.49
4190,30,332.77,686.87,22.89,26.199
4200,25,52.89,316.87,12.67,25
4210,80,224.45,1376.25,17.2,49.412
4220,850,292.04-,8190.53,9.63,255
4230,30,214.04,682.98,22.76,8.985
