Symbol,Shares,NetIncome,Equity,BookValue,Free float
1010,1500,3149.35,30158.36,20.1,712.747
1020,300,302.85,4732.54,15.77,203.412
1030,550,707.61,8557.3,15.55,295.167
1040,396.9,1031.92,7408.32,18.66,116.391
1050,723.214,2910.94,19655.33,27.17,395.367
1060,1000,2888.44,17166.2,17.16,328.538
1080,850,2171.12,16624.06,19.55,416.989
1090,900,4303.27,28129.9,31.25,455.309
1120,1500,7378.27,32821.06,21.88,797.374
1140,300,329.63,3416.25,11.38,231.553
1150,1500,431.33,15894.02,10.59,1039.3
1201,30,76.15,389.36,12.97,9
1210,27.5,59.31,424.81,15.44,21.433
1211,925,413.32,16986.44,18.36,306.258
1212,74.117,248.13,1791.03,24.16,25.119
1213,30,35.12,448.69,14.95,30
1214,35,180.22,565.71,16.16,22.95
1301,32.5,98.4,378.37,11.64,9.75
1310,125,-959.41,513.19,4.1,57.695
1320,51,60.22,792.87,15.54,22.246
1330,42.5,158.12,660.08,15.53,12.75
2001,120.6,70.21,1483.41,12.3,107.032
2002,480,-64.1,4650.48,9.68,84
2010,3000,29241.75,138022.41,46,651.682
2020,250,4109.76,8209.75,32.83,89.55
2030,15,10.93,351.4,23.42,15
2040,25,232.02,1146.9,45.87,15.723
2050,500,1202.38,7722.47,15.44,367.238
2060,557.428,2441.42,11022.83,19.77,488.761
2070,78.437,211.43,3180.5,40.54,50.753
2080,75,106.34,1028.96,13.71,50.595
2090,31.666,29.6,452.83,14.3,16.728
2100,20,9.83,204.51,10.22,17.965
2110,76,5.1,1009.09,13.27,61.752
2120,43.2,4.11,824.53,19.08,33.2
2130,40,23.48,346.98,8.67,39.999
2140,49,0.13,469.36,9.57,49
2150,30,81.11,573.67,19.12,21.78
2160,115.5,151.25,1635.49,14.16,113.376
2170,69.2,-9.95,557.21,8.05,58.88
2180,11.5,15.72,150.05,13.04,11.5
2190,68,11.04,736.06,10.82,58.005
2200,31.5,-6.7,726.62,23.06,27.033
2210,128.52,-246.53,1382.19,10.75,128.52
2220,25.556,3.19,351.7,13.76,16.492
2230,63.24,267.4,1367.25,21.62,61.34
2240,60,154.19,1349.67,22.49,44.999
2250,450,528.52,5982.77,13.29,395.552
2260,438.795,411.59,5196.2,11.84,386.342
2270,32.5,142.87,743.72,22.88,18.917
2280,400,1139.51,6718.46,16.79,165.409
2290,562.5,3174.33,10514.82,18.69,211.814
2300,37.5,100.41,655.08,17.46,18.731
2310,366.666,705.9,5630.22,15.35,338.261
2320,42.631,76.88,608.88,14.28,42.631
2330,163.995,512.8,2028.32,12.36,155.163
2340,81.25,155.98,1204.28,14.82,24.375
2350,1500,-250.25,15212.3,10.14,902.373
2360,15,79.74,228.97,15.26,8.406
2370,40,-120.14,242.51,6.06,29.36
2380,876,65.89,8085.7,9.23,152.63
3001,97.9,-40.94,938.06,9.58,48.95
3010,80,407.23,2743.55,34.29,75.44
3020,202.5,739.76,3375.42,16.66,174.697
3030,153,831.23,3282.27,21.45,131.755
3040,90,552.9,1956.96,21.74,46.049
3050,140,895.74,2647.55,18.91,59.274
3060,105,529.28,2846.16,27.1,80.05
3080,86,363.96,2157.75,25.09,58.534
3090,90,136.9,1059.22,11.76,84.922
3091,130,82.58,1348.32,10.37,130
4001,22.5,150.08,531.3,23.61,12.274
4002,25,148.06,668.53,26.74,11.875
4003,24,132.08,375.35,15.63,7.2
4010,100,153.37,1706.57,17.06,48.772
4020,120,149.72,3173.77,26.44,36.771
