Time,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0,-0.0114987,-0.00861195,-0.00899595,-0.00885301,-0.00829683,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853773,-0.00805325,-0.00855317,-0.00826021,-0.00871508,-0.00700375,-0.00716845,-0.00853773,-0.00873988,-0.00887166,-0.00887172,-0.00821223,-0.00791773,-0.008233,-0.00805645,-0.0077714,-0.0078842,-0.0081662,-0.0085748,-0.00894756
0.0008333,-0.0114987,-0.00861196,-0.00899595,-0.00885302,-0.00829683,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865664,-0.0095804,-0.00872241,-0.00806501,-0.0089348,-0.00853773,-0.00805325,-0.00855317,-0.00826021,-0.00871508,-0.00700375,-0.00716845,-0.00853773,-0.00873988,-0.00887166,-0.00887173,-0.00821223,-0.00791773,-0.008233,-0.00805645,-0.0077714,-0.0078842,-0.0081662,-0.0085748,-0.00894756
0.0016666,-0.0114987,-0.00861196,-0.00899595,-0.00885302,-0.00829683,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853773,-0.00805325,-0.00855317,-0.00826021,-0.00871508,-0.00700376,-0.00716845,-0.00853773,-0.00873989,-0.00887166,-0.00887173,-0.00821223,-0.00791773,-0.008233,-0.00805645,-0.0077714,-0.0078842,-0.0081662,-0.00857481,-0.00894756
0.0024999,-0.0114987,-0.00861196,-0.00899595,-0.00885302,-0.00829684,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853773,-0.00805325,-0.00855317,-0.00826022,-0.00871508,-0.00700376,-0.00716845,-0.00853773,-0.00873989,-0.00887166,-0.00887173,-0.00821223,-0.00791774,-0.008233,-0.00805645,-0.00777141,-0.0078842,-0.0081662,-0.00857481,-0.00894756
0.0033332,-0.0114987,-0.00861196,-0.00899596,-0.00885302,-0.00829684,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853774,-0.00805325,-0.00855317,-0.00826022,-0.00871508,-0.00700376,-0.00716846,-0.00853773,-0.00873989,-0.00887166,-0.00887173,-0.00821224,-0.00791774,-0.008233,-0.00805645,-0.00777141,-0.0078842,-0.0081662,-0.00857481,-0.00894756
0.0041665,-0.0114987,-0.00861197,-0.00899596,-0.00885302,-0.00829684,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853774,-0.00805324,-0.00855317,-0.00826022,-0.00871508,-0.00700376,-0.00716846,-0.00853773,-0.00873989,-0.00887166,-0.00887173,-0.00821224,-0.00791775,-0.008233,-0.00805645,-0.00777141,-0.0078842,-0.0081662,-0.00857481,-0.00894756
0.0049998,-0.0114987,-0.00861197,-0.00899596,-0.00885303,-0.00829684,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856003,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853774,-0.00805324,-0.00855317,-0.00826022,-0.00871509,-0.00700377,-0.00716846,-0.00853774,-0.0087399,-0.00887166,-0.00887173,-0.00821224,-0.00791776,-0.008233,-0.00805645,-0.00777142,-0.0078842,-0.0081662,-0.0085748,-0.00894756
0.0058331,-0.0114987,-0.00861197,-0.00899597,-0.00885303,-0.00829684,-0.00844846,-0.00844842,-0.00865076,-0.00865077,-0.00856007,-0.00856002,-0.00918238,-0.00866784,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853774,-0.00805324,-0.00855318,-0.00826022,-0.00871509,-0.00700377,-0.00716846,-0.00853774,-0.0087399,-0.00887166,-0.00887172,-0.00821223,-0.00791776,-0.008233,-0.00805645,-0.00777143,-0.0078842,-0.00816621,-0.0085748,-0.00894756
0.0066664,-0.0114987,-0.00861198,-0.00899597,-0.00885303,-0.00829685,-0.00844846,-0.00844842,-0.00865075,-0.00865077,-0.00856007,-0.00856002,-0.00918237,-0.00866783,-0.00898903,-0.008997,-0.00865663,-0.0095804,-0.0087224,-0.00806501,-0.0089348,-0.00853774,-0.00805324,-0.00855318,-0.00826022,-0.00871509,-0.00700378,-0.00716846,-0.00853774,-0.0087399,-0.00887165,-0.00887172,-0.00821223,-0.00791777,-0.008233,-0.00805645,-0.00777144,-0.00788419,-0.00816621,-0.0085748,-0.00894756
