Industry Group	Symbol	Company Name	Announcement Date	Due Date	Distribution Date	Distribution Method	Amount (SAR /Share)
Banks	1010	Riyad Bank	01-20-2002	03-13-2002	02-28-2002	Personal Pickup	15
Banks	1010	Riyad Bank	06/03/2002	07-20-2002	06-30-2002	Account Transfer	7.5
Banks	1010	Riyad Bank	01/06/2003	03/04/2003	02-22-2003	Personal Pickup	8
Banks	1010	Riyad Bank	06-15-2003	07/09/2003	06-30-2003	Personal Pickup	8
Banks	1010	Riyad Bank	12-15-2003	03/09/2004	03/01/2004	Personal Pickup	9
Banks	1010	Riyad Bank	06-22-2004	07/10/2004	06-30-2004	Account Transfer	8
Banks	1010	Riyad Bank	12-13-2004	02-22-2005	02-21-2005	Account Transfer	10
Banks	1010	Riyad Bank	06-13-2005	07/10/2005	06-30-2005	Account Transfer	8
Banks	1010	Riyad Bank	12/12/2005	03/06/2006	02-27-2006	Account Transfer	8
Banks	1010	Riyad Bank	06/12/2006	07/10/2006	06-30-2006	Account Transfer	1.6
Banks	1010	Riyad Bank	12/11/2006	03/05/2007	02-26-2007	Account Transfer	1.6
Banks	1010	Riyad Bank	06-18-2007	07-15-2007	06-30-2007	Account Transfer	1.6
Banks	1010	Riyad Bank	01-14-2008	03/05/2008	02-25-2008	Account Transfer	1.6
Banks	1010	Riyad Bank	06-23-2008	07-15-2008	06-30-2008	Account Transfer	0.7
Banks	1010	Riyad Bank	01-19-2009	03/11/2009	03/02/2009	Account Transfer	0.7
Banks	1010	Riyad Bank	07/08/2009	07-20-2009	07/12/2009	Account Transfer	0.6
Banks	1010	Riyad Bank	01-18-2010	03/10/2010	03/01/2010	Account Transfer	0.7
Banks	1010	Riyad Bank	07/10/2010	07-24-2010	07/12/2010	Account Transfer	0.6
Banks	1010	Riyad Bank	01-31-2011	03-27-2011	03-14-2011	Account Transfer	0.7
Banks	1010	Riyad Bank	07/06/2011	07-25-2011	07-13-2011	Account Transfer	0.55
Banks	1010	Riyad Bank	01/01/2012	03-26-2012	03-19-2012	Account Transfer	0.75
Banks	1010	Riyad Bank	07/01/2012	07-23-2012	07/11/2012	Account Transfer	0.65
Banks	1010	Riyad Bank	12-26-2012	03-25-2013	03/11/2013	Account Transfer	0.65
Banks	1010	Riyad Bank	06-22-2013	07-15-2013	06-30-2013	Account Transfer	0.65
Banks	1010	Riyad Bank	01/07/2014	03-24-2014	03/10/2014	Account Transfer	0.8
Banks	1010	Riyad Bank	06-29-2014	07-15-2014	06-30-2014	Account Transfer	0.38
Banks	1010	Riyad Bank	12-30-2014	04-20-2015	04/06/2015	Account Transfer	0.35
Banks	1010	Riyad Bank	07/05/2015	07-27-2015	07/06/2015	Account Transfer	0.35
Banks	1010	Riyad Bank	12-31-2015	04-18-2016	04/05/2016	Account Transfer	0.35
Banks	1010	Riyad Bank	07-18-2016	08/02/2016	07-20-2016	Account Transfer	0.35
Banks	1010	Riyad Bank	01/04/2017	04/10/2017	03-27-2017	Account Transfer	0.3
Banks	1010	Riyad Bank	06-21-2017	07-16-2017	07/02/2017	Account Transfer	0.35
Banks	1010	Riyad Bank	12-28-2017	04/09/2018	03-26-2018	Account Transfer	0.38
Banks	1010	Riyad Bank	07/04/2018	07-23-2018	07/08/2018	Account Transfer	0.37
Banks	1010	Riyad Bank	12-13-2018	04/02/2019	03-19-2019	Account Transfer	0.4
Banks	1010	Riyad Bank	07/07/2019	07-24-2019	07/11/2019	Account Transfer	0.52
Banks	1020	Bank Aljazira	01-28-2003	02-27-2003	02-26-2003	By Mail	2.5
Banks	1020	Bank Aljazira	04-24-2004	05-29-2004	05/10/2004	By Mail	2.55
Banks	1020	Bank Aljazira	12-21-2004	03-26-2005	03-21-2005	Personal Pickup	3
Banks	1020	Bank Aljazira	12/12/2005	06-27-2006	06-20-2006	Personal Pickup	0.6
Banks	1020	Bank Aljazira	10-29-2006	05/05/2007	04-30-2007	Account Transfer	2
Banks	1020	Bank Aljazira	12/10/2007	04-29-2008	04-16-2008	Account Transfer	0.5
Banks	1020	Bank Aljazira	01/07/2009	04-25-2009	04-19-2009	Account Transfer	0.5
Banks	1020	Bank Aljazira	12-31-2011	04-14-2012	04/04/2012	Account Transfer	0.5
Banks	1020	Bank Aljazira	03/09/2017	04-23-2017	04/10/2017	Account Transfer	0.5
Banks	1020	Bank Aljazira	02/08/2018	05-23-2018	05/09/2018	Account Transfer	0.32
Banks	1020	Bank Aljazira	01/06/2019	05/05/2019	04-16-2019	Account Transfer	0.5
Banks	1020	Bank Aljazira	08/01/2019	08-26-2019	08/04/2019	Account Transfer	0.3
Banks	1030	Saudi Investment Bank	01-23-2002	03/10/2002	02/09/2002	By Mail	8
Banks	1030	Saudi Investment Bank	01-29-2003	03/03/2003	02/04/2003	By Mail	12
Banks	1030	Saudi Investment Bank	12-14-2003	02-29-2004	02/11/2004	By Mail	3
Banks	1030	Saudi Investment Bank	11-24-2004	03-15-2005	02-26-2005	By Mail	3
Banks	1030	Saudi Investment Bank	11-27-2005	03-14-2006	03/06/2006	Account Transfer	3
Banks	1030	Saudi Investment Bank	01/02/2012	03-25-2012	03-18-2012	Account Transfer	0.5
Banks	1030	Saudi Investment Bank	12-17-2012	03-16-2013	03/11/2013	Account Transfer	0.7
Banks	1030	Saudi Investment Bank	12-19-2013	04/06/2014	04/01/2014	Account Transfer	0.8
Banks	1030	Saudi Investment Bank	12/04/2014	03/10/2015	03/08/2015	Account Transfer	0.8
Banks	1030	Saudi Investment Bank	12-13-2015	04/07/2016	04/04/2016	Account Transfer	0.75
Banks	1030	Saudi Investment Bank	12/06/2016	04-20-2017	04-17-2017	Account Transfer	0.5
Banks	1030	Saudi Investment Bank	02-14-2018	05/01/2018	04-24-2018	Account Transfer	0.6
Tadawul All Share Index (TASI)	1040	Alawwal Bank	01-28-2002	03-30-2002	02-14-2002	By Mail	20
Tadawul All Share Index (TASI)	1040	Alawwal Bank	06-25-2002	08-13-2002	07-20-2002	By Mail	7
Tadawul All Share Index (TASI)	1040	Alawwal Bank	02/03/2003	03-29-2003	03/05/2003	By Mail	9
Tadawul All Share Index (TASI)	1040	Alawwal Bank	07-16-2003	08/06/2003	07-21-2003	By Mail	7.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	01/12/2004	03-16-2004	02-19-2004	By Mail	9.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	07/12/2004	08/07/2004	07-19-2004	By Mail	6.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	01-18-2005	03-30-2005	03-15-2005	By Mail	8.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	07-13-2005	08-13-2005	07-21-2005	By Mail	7.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	01-22-2006	04/04/2006	03-28-2006	Account Transfer	7.5
Tadawul All Share Index (TASI)	1040	Alawwal Bank	07-19-2006	08/09/2006	07-26-2006	Account Transfer	0.85
Tadawul All Share Index (TASI)	1040	Alawwal Bank	07-18-2007	08/08/2007	07-25-2007	Account Transfer	0.71
Tadawul All Share Index (TASI)	1040	Alawwal Bank	02/08/2009	04/06/2009	03-24-2009	Account Transfer	0.75
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-20-2011	03-27-2012	03-18-2012	Account Transfer	1
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-24-2012	03-27-2013	03-19-2013	Account Transfer	1
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-16-2013	03-26-2014	03-18-2014	Account Transfer	1
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-17-2014	03-29-2015	03-17-2015	Account Transfer	1
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-15-2015	05-15-2016	05/02/2016	Account Transfer	0.25
Tadawul All Share Index (TASI)	1040	Alawwal Bank	12-26-2017	04/09/2018	03-27-2018	Account Transfer	0.25
Banks	1050	Banque Saudi Fransi	01-22-2002	02-14-2002	01-26-2002	By Mail	14
Banks	1050	Banque Saudi Fransi	01-22-2003	03/05/2003	02-22-2003	By Mail	10
Banks	1050	Banque Saudi Fransi	06-24-2003	08/02/2003	07-15-2003	By Mail	7.5
Banks	1050	Banque Saudi Fransi	12-22-2003	03/07/2004	02-26-2004	Account Transfer	9.5
Banks	1050	Banque Saudi Fransi	06-26-2004	07-17-2004	06-30-2004	Account Transfer	8
Banks	1050	Banque Saudi Fransi	12/12/2004	03-16-2005	03/07/2005	Account Transfer	12
Banks	1050	Banque Saudi Fransi	06-18-2005	07-16-2005	06-30-2005	Account Transfer	8
Banks	1050	Banque Saudi Fransi	12-17-2005	03-18-2006	03/05/2006	Account Transfer	5
Banks	1050	Banque Saudi Fransi	07/05/2006	07-26-2006	07/12/2006	Account Transfer	1.5
Banks	1050	Banque Saudi Fransi	12-17-2006	04/01/2007	03-24-2007	Account Transfer	0.5
Banks	1050	Banque Saudi Fransi	07/08/2007	07-21-2007	07/11/2007	Account Transfer	1.25
Banks	1050	Banque Saudi Fransi	12/02/2007	04/09/2008	03-30-2008	Account Transfer	0.5
Banks	1050	Banque Saudi Fransi	02/01/2009	04-18-2009	04/06/2009	Account Transfer	1
Banks	1050	Banque Saudi Fransi	01-19-2010	03-20-2010	03/07/2010	Account Transfer	1
Banks	1050	Banque Saudi Fransi	01-16-2011	04/09/2011	03-27-2011	Account Transfer	1
Banks	1050	Banque Saudi Fransi	06-25-2011	07-16-2011	07/06/2011	Account Transfer	0.7
Banks	1050	Banque Saudi Fransi	12-29-2012	04-20-2013	04/03/2013	Account Transfer	0.8
Banks	1050	Banque Saudi Fransi	07/04/2013	07-28-2013	07/11/2013	Account Transfer	0.4
Banks	1050	Banque Saudi Fransi	07/09/2014	08/12/2014	07-16-2014	Account Transfer	0.45
Banks	1050	Banque Saudi Fransi	01/07/2015	05/03/2015	04-15-2015	Account Transfer	0.5
Banks	1050	Banque Saudi Fransi	07/09/2015	08/06/2015	07-23-2015	Account Transfer	0.5
Banks	1050	Banque Saudi Fransi	12-24-2015	05/08/2016	04-20-2016	Account Transfer	0.55
Banks	1050	Banque Saudi Fransi	07-13-2016	08/09/2016	07-21-2016	Account Transfer	0.55
Banks	1050	Banque Saudi Fransi	01-19-2017	05/04/2017	04-20-2017	Account Transfer	0.5
Banks	1050	Banque Saudi Fransi	07/10/2017	07-27-2017	07-16-2017	Account Transfer	1.05
Banks	1050	Banque Saudi Fransi	03/04/2018	05/06/2018	04-19-2018	Account Transfer	0.35
Banks	1050	Banque Saudi Fransi	07/01/2018	07-25-2018	07/10/2018	Account Transfer	0.9
Banks	1050	Banque Saudi Fransi	12-27-2018	05-16-2019	05/01/2019	Account Transfer	0.8
Banks	1050	Banque Saudi Fransi	07/03/2019	07-29-2019	07/11/2019	Account Transfer	1
Banks	1060	Saudi British Bank	01-16-2002	03-13-2002	02/06/2002	By Mail	9
Banks	1060	Saudi British Bank	07/03/2002	08/07/2002	07-21-2002	Personal Pickup	8
Banks	1060	Saudi British Bank	01-22-2003	03/12/2003	02/05/2003	Personal Pickup	8
Banks	1060	Saudi British Bank	06-30-2003	08/06/2003	07-21-2003	Personal Pickup	9
Banks	1060	Saudi British Bank	12-19-2003	03-15-2004	02-23-2004	Account Transfer	11
Banks	1060	Saudi British Bank	06-28-2004	07-14-2004	07/06/2004	Account Transfer	9
Banks	1060	Saudi British Bank	12-13-2004	03-21-2005	03-14-2005	Account Transfer	10
Banks	1060	Saudi British Bank	06-13-2005	07-16-2005	07/07/2005	Account Transfer	10
Banks	1060	Saudi British Bank	10-19-2005	03-28-2006	03-21-2006	Account Transfer	5
Banks	1060	Saudi British Bank	07/03/2006	07-23-2006	07-15-2006	Account Transfer	1.5
Banks	1060	Saudi British Bank	12-19-2006	04/02/2007	03-26-2007	Account Transfer	2.25
Banks	1060	Saudi British Bank	07/10/2007	07-18-2007	07/11/2007	Account Transfer	1.53
Banks	1060	Saudi British Bank	12/10/2007	04/05/2008	03-29-2008	Account Transfer	2.22
Banks	1060	Saudi British Bank	07-22-2008	07-30-2008	07-23-2008	Account Transfer	0.96
Banks	1060	Saudi British Bank	07-15-2009	07-27-2009	07-20-2009	Account Transfer	0.83
Banks	1060	Saudi British Bank	01-26-2011	03-22-2011	03-15-2011	Account Transfer	0.68
Banks	1060	Saudi British Bank	12-24-2011	03-20-2012	03-13-2012	Account Transfer	0.65
Banks	1060	Saudi British Bank	12-23-2012	03-24-2013	03-17-2013	Account Transfer	0.92
Banks	1060	Saudi British Bank	12-19-2013	03-25-2014	03-18-2014	Account Transfer	1
Banks	1060	Saudi British Bank	12-24-2014	03-18-2015	03/11/2015	Account Transfer	1.05
Banks	1060	Saudi British Bank	07/09/2015	08/12/2015	07-15-2015	Account Transfer	0.4
Banks	1060	Saudi British Bank	12-27-2015	04/05/2016	03-29-2016	Account Transfer	0.35
Banks	1060	Saudi British Bank	08/07/2016	09/01/2016	08-18-2016	Account Transfer	0.35
Banks	1060	Saudi British Bank	12-27-2016	05/04/2017	04-25-2017	Account Transfer	0.35
Banks	1060	Saudi British Bank	07-20-2017	08-17-2017	08/03/2017	Account Transfer	0.71
Banks	1060	Saudi British Bank	12-24-2017	04/08/2018	03-28-2018	Account Transfer	0.71
Banks	1060	Saudi British Bank	07-24-2018	08-16-2018	08/02/2018	Account Transfer	0.96
Banks	1060	Saudi British Bank	12-27-2018	04/10/2019	04/01/2019	Account Transfer	1
Banks	1060	Saudi British Bank	08/05/2019	09/02/2019	08-19-2019	Account Transfer	0.6
Banks	1080	Arab National Bank	01-21-2002	03-21-2002	03/02/2002	Account Transfer	11
Banks	1080	Arab National Bank	01/01/2003	03/12/2003	02-27-2003	Personal Pickup	12
Banks	1080	Arab National Bank	12-23-2003	03-17-2004	02-29-2004	By Mail	11
Banks	1080	Arab National Bank	06-13-2004	07/10/2004	06-30-2004	Account Transfer	5
Banks	1080	Arab National Bank	12-19-2004	03-26-2005	03-13-2005	Account Transfer	4
Banks	1080	Arab National Bank	06/08/2005	07/09/2005	06-30-2005	Personal Pickup	5
Banks	1080	Arab National Bank	12-18-2005	03-20-2006	03/12/2006	Personal Pickup	5
Banks	1080	Arab National Bank	06-26-2006	07/08/2006	06-29-2006	Personal Pickup	1
Banks	1080	Arab National Bank	12-22-2008	04/04/2009	03-22-2009	Account Transfer	1
Banks	1080	Arab National Bank	01-16-2010	04/04/2010	03-21-2010	Account Transfer	1
Banks	1080	Arab National Bank	01/04/2011	04/06/2011	03-27-2011	Account Transfer	1
Banks	1080	Arab National Bank	12-19-2011	04/01/2012	03-18-2012	Account Transfer	1
Banks	1080	Arab National Bank	12-18-2012	04/03/2013	03-18-2013	Account Transfer	1
Banks	1080	Arab National Bank	12-19-2013	03-31-2014	03-17-2014	Account Transfer	0.5
Banks	1080	Arab National Bank	07-13-2014	08/12/2014	07-17-2014	Account Transfer	0.45
Banks	1080	Arab National Bank	12-25-2014	03-25-2015	03-16-2015	Account Transfer	0.55
Banks	1080	Arab National Bank	06-23-2015	07-13-2015	06-30-2015	Account Transfer	0.45
Banks	1080	Arab National Bank	12/08/2015	04/07/2016	03-24-2016	Account Transfer	0.55
Banks	1080	Arab National Bank	06-26-2016	07-21-2016	06-30-2016	Account Transfer	0.45
Banks	1080	Arab National Bank	12-20-2016	04/06/2017	03-23-2017	Account Transfer	0.45
Banks	1080	Arab National Bank	06-18-2017	07-16-2017	07/02/2017	Account Transfer	0.55
Banks	1080	Arab National Bank	12-21-2017	04-17-2018	04/02/2018	Account Transfer	0.65
Banks	1080	Arab National Bank	07/01/2018	07-19-2018	07/05/2018	Account Transfer	0.65
Banks	1080	Arab National Bank	12-24-2018	04/08/2019	03-27-2019	Account Transfer	0.85
Banks	1080	Arab National Bank	07/04/2019	07-24-2019	07/10/2019	Account Transfer	0.5
Banks	1090	Samba Financial Group	01-29-2002	03/03/2002	02/09/2002	By Mail	14.5
Banks	1090	Samba Financial Group	06-29-2002	07-20-2002	07/06/2002	By Mail	9
Banks	1090	Samba Financial Group	02/01/2003	03/11/2003	02-22-2003	By Mail	11.75
Banks	1090	Samba Financial Group	06-23-2003	07-15-2003	06-30-2003	By Mail	9.75
Banks	1090	Samba Financial Group	02-18-2004	03-18-2004	03/04/2004	By Mail	6.25
Banks	1090	Samba Financial Group	06-15-2004	07-17-2004	06-30-2004	By Mail	10.5
Banks	1090	Samba Financial Group	01-13-2005	03-23-2005	03/09/2005	By Mail	10.5
Banks	1090	Samba Financial Group	01/01/2006	03-25-2006	03/08/2006	By Mail	14
Banks	1090	Samba Financial Group	07/05/2006	07-29-2006	07/12/2006	Account Transfer	1.7
Banks	1090	Samba Financial Group	12-26-2006	03-20-2007	03/07/2007	Account Transfer	1.7
Banks	1090	Samba Financial Group	06-26-2007	07-22-2007	07/10/2007	Account Transfer	1.7
Banks	1090	Samba Financial Group	02/05/2008	03-19-2008	03/05/2008	Account Transfer	1
Banks	1090	Samba Financial Group	06-28-2008	07/12/2008	06-30-2008	Account Transfer	0.9
Banks	1090	Samba Financial Group	12-31-2008	03/03/2009	02-18-2009	Account Transfer	0.75
Banks	1090	Samba Financial Group	07/07/2009	07-22-2009	07/11/2009	Account Transfer	0.9
Banks	1090	Samba Financial Group	01/12/2010	02-28-2010	02-17-2010	Account Transfer	0.75
Banks	1090	Samba Financial Group	07-13-2010	08/04/2010	07-21-2010	Account Transfer	0.9
Banks	1090	Samba Financial Group	01/04/2011	02-20-2011	02/08/2011	Account Transfer	0.75
Banks	1090	Samba Financial Group	06-26-2011	07/09/2011	06-29-2011	Account Transfer	0.8
Banks	1090	Samba Financial Group	12-20-2011	04/07/2012	03-26-2012	Account Transfer	0.85
Banks	1090	Samba Financial Group	07-17-2012	08/04/2012	07-22-2012	Account Transfer	0.8
Banks	1090	Samba Financial Group	01/01/2013	04/02/2013	03-20-2013	Account Transfer	0.85
Banks	1090	Samba Financial Group	07/10/2013	07-28-2013	07-17-2013	Account Transfer	0.8
Banks	1090	Samba Financial Group	12-26-2013	04/01/2014	03-20-2014	Account Transfer	0.85
Banks	1090	Samba Financial Group	07/03/2014	07-13-2014	07/06/2014	Account Transfer	0.65
Banks	1090	Samba Financial Group	12-28-2014	03-31-2015	03-18-2015	Account Transfer	0.7
Banks	1090	Samba Financial Group	07/07/2015	07-27-2015	07/09/2015	Account Transfer	0.45
Banks	1090	Samba Financial Group	12-29-2015	06-16-2016	06/05/2016	Account Transfer	0.45
Banks	1090	Samba Financial Group	06-30-2016	07-25-2016	07/12/2016	Account Transfer	0.45
Banks	1090	Samba Financial Group	01/01/2017	05-16-2017	04-30-2017	Account Transfer	0.5
Banks	1090	Samba Financial Group	08/03/2017	08-15-2017	08/06/2017	Account Transfer	0.75
Banks	1090	Samba Financial Group	03/01/2018	04-26-2018	04-15-2018	Account Transfer	0.75
Banks	1090	Samba Financial Group	07/02/2018	07-22-2018	07/08/2018	Account Transfer	0.8
Banks	1090	Samba Financial Group	12-27-2018	04/07/2019	03-25-2019	Account Transfer	1
Banks	1090	Samba Financial Group	07-30-2019	08-20-2019	07-30-2019	Account Transfer	0.72
Banks	1120	Al Rajhi Bank	01-28-2002	02-18-2002	01-31-2002	Personal Pickup	28
Banks	1120	Al Rajhi Bank	02/01/2003	03/08/2003	03/01/2003	Personal Pickup	28
Banks	1120	Al Rajhi Bank	01-25-2004	02-25-2004	02-21-2004	Personal Pickup	35
Banks	1120	Al Rajhi Bank	12-26-2004	03-15-2005	03/12/2005	Personal Pickup	35
Banks	1120	Al Rajhi Bank	07/05/2005	07-17-2005	07/10/2005	Account Transfer	5
Banks	1120	Al Rajhi Bank	07/06/2005	07-17-2005	07/10/2005	Account Transfer	5
Banks	1120	Al Rajhi Bank	10/05/2005	10-23-2005	10/09/2005	Account Transfer	5
Banks	1120	Al Rajhi Bank	01-25-2006	03-18-2006	03/04/2006	Account Transfer	5
Banks	1120	Al Rajhi Bank	01-21-2007	03/10/2007	03/03/2007	Account Transfer	1
Banks	1120	Al Rajhi Bank	07/10/2007	07-22-2007	07-14-2007	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	01-21-2008	03/02/2008	02-24-2008	Account Transfer	0.5
Banks	1120	Al Rajhi Bank	06-29-2008	07/12/2008	06-30-2008	Account Transfer	1.25
Banks	1120	Al Rajhi Bank	01-19-2009	03/02/2009	02-23-2009	Account Transfer	1.75
Banks	1120	Al Rajhi Bank	07-14-2009	07-26-2009	07-19-2009	Account Transfer	1.25
Banks	1120	Al Rajhi Bank	01-18-2010	03/06/2010	02-27-2010	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	07/10/2010	07-19-2010	07/12/2010	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	01-19-2011	03-14-2011	03/07/2011	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	07/11/2011	07-25-2011	07-18-2011	Account Transfer	1.25
Banks	1120	Al Rajhi Bank	01-17-2012	03/11/2012	03/04/2012	Account Transfer	2
Banks	1120	Al Rajhi Bank	07/10/2012	07-23-2012	07-16-2012	Account Transfer	1.25
Banks	1120	Al Rajhi Bank	01-16-2013	03/11/2013	03/04/2013	Account Transfer	2
Banks	1120	Al Rajhi Bank	07/03/2013	07-21-2013	07-14-2013	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	01-19-2014	04-21-2014	04-14-2014	Account Transfer	1
Banks	1120	Al Rajhi Bank	07-15-2014	07-24-2014	07-20-2014	Account Transfer	1
Banks	1120	Al Rajhi Bank	01-15-2015	03/08/2015	03/01/2015	Account Transfer	0.75
Banks	1120	Al Rajhi Bank	07/08/2015	07-29-2015	07-14-2015	Account Transfer	0.5
Banks	1120	Al Rajhi Bank	01-21-2016	04/04/2016	03-28-2016	Account Transfer	1
Banks	1120	Al Rajhi Bank	07-20-2016	07-31-2016	07-24-2016	Account Transfer	0.75
Banks	1120	Al Rajhi Bank	01-19-2017	03-26-2017	03-19-2017	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	07/12/2017	07-27-2017	07-18-2017	Account Transfer	1.5
Banks	1120	Al Rajhi Bank	02-18-2018	04/03/2018	03-25-2018	Account Transfer	2.5
Banks	1120	Al Rajhi Bank	07-15-2018	07-26-2018	07-18-2018	Account Transfer	2
Banks	1120	Al Rajhi Bank	01/06/2019	04/11/2019	04/03/2019	Account Transfer	2.25
Banks	1120	Al Rajhi Bank	07-21-2019	08/01/2019	07-24-2019	Account Transfer	1.5
Banks	1140	Bank Albilad	01/08/2015	04-30-2015	04-14-2015	Account Transfer	0.5
Banks	1140	Bank Albilad	12-29-2016	05-25-2017	05/08/2017	Account Transfer	0.5
Banks	1140	Bank Albilad	09-26-2017	10-19-2017	10/01/2017	Account Transfer	0.3
Banks	1140	Bank Albilad	01-14-2018	04-29-2018	04/11/2018	Account Transfer	0.4
Banks	1140	Bank Albilad	07-21-2019	08/08/2019	07-25-2019	Account Transfer	0.4
Banks	1150	Alinma Bank	12-25-2014	03-29-2015	03-16-2015	Account Transfer	0.5
Banks	1150	Alinma Bank	12-21-2015	04-14-2016	03-28-2016	Account Transfer	0.5
Banks	1150	Alinma Bank	12-20-2016	04-19-2017	04/06/2017	Account Transfer	0.5
Banks	1150	Alinma Bank	12-13-2017	04-25-2018	04/10/2018	Account Transfer	0.8
Banks	1150	Alinma Bank	12/02/2018	04/10/2019	03-26-2019	Account Transfer	1
Banks	1180	National Commercial Bank	12-28-2014	04-19-2015	04/08/2015	Account Transfer	0.65
Banks	1180	National Commercial Bank	07/09/2015	07-30-2015	07-13-2015	Account Transfer	0.8
Banks	1180	National Commercial Bank	12-24-2015	04-20-2016	04/05/2016	Account Transfer	0.75
Banks	1180	National Commercial Bank	07-27-2016	08-17-2016	08/02/2016	Account Transfer	0.6
Banks	1180	National Commercial Bank	01-29-2017	05-14-2017	05/03/2017	Account Transfer	1
Banks	1180	National Commercial Bank	06-15-2017	07/06/2017	06-18-2017	Account Transfer	1.1
Banks	1180	National Commercial Bank	12-31-2017	05-29-2018	05-15-2018	Account Transfer	0.6
Banks	1180	National Commercial Bank	07-30-2018	08/12/2018	08/02/2018	Account Transfer	1
Banks	1180	National Commercial Bank	12-23-2018	04-24-2019	04/10/2019	Account Transfer	1.1
Banks	1180	National Commercial Bank	07-29-2019	08-21-2019	08/01/2019	Account Transfer	1.1
Materials	1201	Takween Advanced Industries Co.	03/03/2012	05/02/2012	04-18-2012	Account Transfer	1.35
Materials	1201	Takween Advanced Industries Co.	02-17-2013	04-29-2013	04/08/2013	Account Transfer	0.5
Materials	1201	Takween Advanced Industries Co.	02-17-2014	04-29-2014	04/02/2014	Account Transfer	0.5
Materials	1202	Middle East Paper Co.	05/08/2016	07-24-2016	06-26-2016	Account Transfer	0.5
Materials	1202	Middle East Paper Co.	03-15-2017	06/08/2017	05-23-2017	Account Transfer	0.75
Materials	1202	Middle East Paper Co.	03/04/2018	05/08/2018	04-22-2018	Account Transfer	0.75
Materials	1202	Middle East Paper Co.	10-30-2018	11-14-2018	11/01/2018	Account Transfer	0.5
Materials	1202	Middle East Paper Co.	03/10/2019	03-25-2019	03/11/2019	Account Transfer	0.5
Materials	1210	Basic Chemical Industries Co.	04-21-2009	07-21-2009	06-30-2009	Account Transfer	0.5
Materials	1210	Basic Chemical Industries Co.	01-16-2010	05/03/2010	04-14-2010	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	12/11/2010	04-24-2011	04/05/2011	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	01-25-2012	05-16-2012	05/01/2012	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	01/12/2013	05-13-2013	04-21-2013	Account Transfer	1.5
Materials	1210	Basic Chemical Industries Co.	01-13-2014	05/11/2014	04-21-2014	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	01-19-2015	05/07/2015	04-28-2015	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	04/10/2016	06/09/2016	05-15-2016	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	03/05/2017	05-23-2017	05/10/2017	Account Transfer	1
Materials	1210	Basic Chemical Industries Co.	02-27-2018	06/06/2018	05-15-2018	Account Transfer	1
Capital Goods	1212	Astra Industrial Group	02-17-2009	04-29-2009	04/12/2009	Account Transfer	0.5
Capital Goods	1212	Astra Industrial Group	02-21-2010	04-21-2010	03-30-2010	Account Transfer	1.25
Capital Goods	1212	Astra Industrial Group	02-21-2011	05-22-2011	04-30-2011	Account Transfer	1.5
Capital Goods	1212	Astra Industrial Group	02-19-2012	06-13-2012	05-28-2012	Account Transfer	1.75
Capital Goods	1212	Astra Industrial Group	02-23-2013	05-14-2013	04-22-2013	Account Transfer	1.75
Capital Goods	1212	Astra Industrial Group	02-26-2014	05-14-2014	04-29-2014	Account Transfer	1.75
Capital Goods	1212	Astra Industrial Group	03/10/2015	05-18-2015	04-28-2015	Account Transfer	0.75
Capital Goods	1212	Astra Industrial Group	03-19-2017	06/06/2017	05-16-2017	Account Transfer	0.5
Capital Goods	1212	Astra Industrial Group	03-28-2018	06/07/2018	05-17-2018	Account Transfer	0.5
Consumer Durables & Apparel	1213	Al Sorayai Trading and Industrial Group	02-16-2011	04-13-2011	03-27-2011	Account Transfer	1
Consumer Durables & Apparel	1213	Al Sorayai Trading and Industrial Group	11-26-2012	04-15-2013	04/01/2013	Account Transfer	0.5
Consumer Durables & Apparel	1213	Al Sorayai Trading and Industrial Group	02-20-2014	04-29-2014	04/07/2014	Account Transfer	0.5
Retailing	1214	Al Hassan Ghazi Ibrahim Shaker Co.	11-20-2010	12/04/2010	11-28-2010	Account Transfer	3
Retailing	1214	Al Hassan Ghazi Ibrahim Shaker Co.	10-19-2011	12/05/2011	11-30-2011	Account Transfer	3.5
Retailing	1214	Al Hassan Ghazi Ibrahim Shaker Co.	10-17-2012	12/10/2012	11-28-2012	Account Transfer	4
