Industry Group	Symbol	Company Name	Announcement Date	Due Date	Distribution Date	Distribution Method	Amount (SAR /Share)
Materials	2060	National Industrialization Co.	04-19-2003		07-20-2003	Personal Pickup	3
Materials	2060	National Industrialization Co.	04-17-2004	06-19-2004	06/06/2004	Personal Pickup	5
Materials	2060	National Industrialization Co.	04-17-2005	06-14-2005	05-31-2005	Personal Pickup	6
Materials	2060	National Industrialization Co.	01-20-2007	04-29-2007	04/11/2007	Personal Pickup	1
Materials	2060	National Industrialization Co.	02-23-2008	06-22-2008	05-26-2008	Account Transfer	1
Materials	2060	National Industrialization Co.	02-18-2009	04/12/2009	03-28-2009	Account Transfer	1
Materials	2060	National Industrialization Co.	02-22-2010	05/12/2010	04-26-2010	Account Transfer	0.75
Materials	2060	National Industrialization Co.	02-21-2011	04-19-2011	04/04/2011	Account Transfer	1
Materials	2060	National Industrialization Co.	12-27-2011	04-18-2012	04/04/2012	Account Transfer	1.5
Materials	2060	National Industrialization Co.	12-24-2012	04-17-2013	04/06/2013	Account Transfer	2
Materials	2060	National Industrialization Co.	02-19-2014	04-15-2014	04/01/2014	Account Transfer	1.5
Materials	2060	National Industrialization Co.	02-18-2015	04-20-2015	04/08/2015	Account Transfer	1
Utilities	2080	National Gas and Industrialization Co.	03-23-2002	05/01/2002	03-28-2002	Personal Pickup	4.5
Utilities	2080	National Gas and Industrialization Co.	03/07/2003	05/04/2003	04-26-2003	By Mail	5
Utilities	2080	National Gas and Industrialization Co.	03-13-2004	05-15-2004	05/01/2004	By Mail	6
Utilities	2080	National Gas and Industrialization Co.	03/05/2005	04-27-2005	04-18-2005	Account Transfer	8
Utilities	2080	National Gas and Industrialization Co.	02-28-2006	05/01/2006	04-15-2006	Account Transfer	1.9
Utilities	2080	National Gas and Industrialization Co.	02-24-2007	05/02/2007	04-14-2007	Account Transfer	1
Utilities	2080	National Gas and Industrialization Co.	02-23-2008	06/04/2008	05/04/2008	Account Transfer	1.5
Utilities	2080	National Gas and Industrialization Co.	02-21-2009	04/12/2009	03-25-2009	Account Transfer	1.5
Utilities	2080	National Gas and Industrialization Co.	02-22-2010	05/01/2010	04/12/2010	Account Transfer	0.5
Utilities	2080	National Gas and Industrialization Co.	02-23-2011	04-27-2011	03-28-2011	Account Transfer	0.7
Utilities	2080	National Gas and Industrialization Co.	02-19-2012	04-16-2012	03-26-2012	Account Transfer	1
Utilities	2080	National Gas and Industrialization Co.	07-23-2012	08/11/2012	07-28-2012	Account Transfer	0.5
Utilities	2080	National Gas and Industrialization Co.	02-19-2013	04-27-2013	03-30-2013	Account Transfer	1
Utilities	2080	National Gas and Industrialization Co.	08-27-2013	10/01/2013	09/09/2013	Account Transfer	0.75
Utilities	2080	National Gas and Industrialization Co.	12-17-2013	12-30-2013	12-23-2013	Account Transfer	1
Utilities	2080	National Gas and Industrialization Co.	03-18-2014	04-15-2014	03-31-2014	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	07/01/2014	07-15-2014	07/07/2014	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	09-16-2014	10/01/2014	09-21-2014	Account Transfer	0.45
Utilities	2080	National Gas and Industrialization Co.	12-16-2014	12-28-2014	12-21-2014	Account Transfer	0.55
Utilities	2080	National Gas and Industrialization Co.	03-17-2015	04-15-2015	03-31-2015	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	06-16-2015	07-16-2015	06-30-2015	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	09-15-2015	10-15-2015	10/04/2015	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	12-15-2015	12-28-2015	12-20-2015	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	03-22-2016	04-17-2016	03-31-2016	Account Transfer	0.3
Utilities	2080	National Gas and Industrialization Co.	06-16-2016	06-29-2016	06-20-2016	Account Transfer	0.3
Utilities	2080	National Gas and Industrialization Co.	09-20-2016	10-17-2016	09-29-2016	Account Transfer	0.3
Utilities	2080	National Gas and Industrialization Co.	12-14-2016	02-28-2017	02-14-2017	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	05/03/2017	05-22-2017	05/09/2017	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	07-26-2017	08/10/2017	07-30-2017	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	11/02/2017	11-19-2017	11/05/2017	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	11/02/2017	12-28-2017	12-17-2017	Account Transfer	0.35
Utilities	2080	National Gas and Industrialization Co.	05-13-2018	08/12/2018	08/01/2018	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	05-13-2018	10-24-2018	10-14-2018	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	05-13-2018	12-19-2018	12/09/2018	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	05-13-2018	05-27-2018	05-15-2018	Account Transfer	0.4
Utilities	2080	National Gas and Industrialization Co.	03-18-2019	05-29-2019	05-15-2019	Account Transfer	0.43
Utilities	2080	National Gas and Industrialization Co.	03-18-2019	05-29-2019	05-15-2019	Account Transfer	0.23
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	10-24-2019	10-14-2019	Account Transfer	0.43
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	08-29-2019	08-18-2019	Account Transfer	0.23
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	08-29-2019	08-18-2019	Account Transfer	0.43
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	10-24-2019	10-14-2019	Account Transfer	0.23
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	12-19-2019	12/09/2019	Account Transfer	0.23
Utilities	2080	National Gas and Industrialization Co.	05-16-2019	12-19-2019	12/09/2019	Account Transfer	0.43
Materials	2090	National Gypsum Co.	03/05/2002	04/01/2002	03/03/2002	By Mail	13
Materials	2090	National Gypsum Co.	02/03/2003	04/01/2003	03/06/2003	By Mail	10
Materials	2090	National Gypsum Co.	01-27-2004	03-25-2004	03-21-2004	By Mail	15
Materials	2090	National Gypsum Co.	01/12/2005	04/02/2005	03-13-2005	By Mail	17
Materials	2090	National Gypsum Co.	01/01/2006	05/01/2006	04/01/2006	By Mail	20
Materials	2090	National Gypsum Co.	01-16-2007	05/01/2007	04/01/2007	By Mail	3
Materials	2090	National Gypsum Co.	01-19-2008	05/01/2008	04/01/2008	Account Transfer	2.5
Materials	2090	National Gypsum Co.	01-14-2009	05/02/2009	04/01/2009	Account Transfer	2.5
Materials	2090	National Gypsum Co.	01-16-2010	04-29-2010	03-31-2010	Account Transfer	2.5
Materials	2090	National Gypsum Co.	01-19-2011	05/01/2011	03-30-2011	Account Transfer	2
Materials	2090	National Gypsum Co.	01-21-2012	04-30-2012	04/01/2012	Account Transfer	1.2
Materials	2090	National Gypsum Co.	02/09/2013	04-30-2013	04/01/2013	Account Transfer	0.5
Materials	2090	National Gypsum Co.	02-23-2014	04-30-2014	04/10/2014	Account Transfer	0.8
Materials	2090	National Gypsum Co.	02-24-2015	04-25-2015	03-26-2015	Account Transfer	0.6
Materials	2090	National Gypsum Co.	02-23-2016	04-28-2016	04/10/2016	Account Transfer	0.6
Materials	2090	National Gypsum Co.	03-14-2017	06/06/2017	05-28-2017	Account Transfer	0.5
Materials	2090	National Gypsum Co.	03-14-2019	04-24-2019	04/09/2019	Account Transfer	0.4
Food & Beverages	2100	Wafrah for Industry and Development Co.	03/09/2014	07-23-2014	06/02/2014	Account Transfer	0.5
Capital Goods	2110	Saudi Cable Co.	03/11/2008	05-18-2008	04/09/2008	Account Transfer	0.75
Capital Goods	2110	Saudi Cable Co.	03/07/2009	05-17-2009	04-16-2009	Account Transfer	0.75
Capital Goods	2110	Saudi Cable Co.	03-20-2010	05-24-2010	04-24-2010	Account Transfer	0.75
Capital Goods	2110	Saudi Cable Co.	04-30-2011	12-18-2011	06/07/2011	Account Transfer	0.38
Capital Goods	2110	Saudi Cable Co.	04-30-2011	07/09/2011	06/07/2011	Account Transfer	0.38
Diversified Financials	2120	Saudi Advanced Industries Co.	02-22-2009	05-26-2009	05/05/2009	Account Transfer	0.5
Diversified Financials	2120	Saudi Advanced Industries Co.	12-23-2014	05/12/2015	04-19-2015	Account Transfer	0.5
Diversified Financials	2120	Saudi Advanced Industries Co.	05/10/2017	02-22-2018	02/05/2018	Account Transfer	0.25
Diversified Financials	2120	Saudi Advanced Industries Co.	05/10/2017	07-19-2017	07/03/2017	Account Transfer	0.25
Diversified Financials	2120	Saudi Advanced Industries Co.	12-30-2018	03-13-2019	02-28-2019	Account Transfer	0.25
Materials	2150	The National Company for Glass Industries	03/03/2004	05-24-2004	04-18-2004	Account Transfer	2.5
Materials	2150	The National Company for Glass Industries	12-27-2004	04-23-2005	04/09/2005	Personal Pickup	5
Materials	2150	The National Company for Glass Industries	03/01/2006	06-15-2006	05/01/2006	Account Transfer	1
Materials	2150	The National Company for Glass Industries	03/06/2007	06/02/2007	05/06/2007	Account Transfer	1
Materials	2150	The National Company for Glass Industries	02-24-2008	04-23-2008	04/09/2008	Account Transfer	1
Materials	2150	The National Company for Glass Industries	02-18-2009	05/11/2009	04-20-2009	Account Transfer	1.5
Materials	2150	The National Company for Glass Industries	02-23-2010	05-26-2010	05/09/2010	Account Transfer	0.5
Materials	2150	The National Company for Glass Industries	02-20-2011	05/01/2011	04/09/2011	Account Transfer	1.25
Materials	2150	The National Company for Glass Industries	12-25-2011	05/12/2012	04-21-2012	Account Transfer	2.25
Materials	2150	The National Company for Glass Industries	01/01/2013	04-23-2013	04/09/2013	Account Transfer	1.25
Materials	2150	The National Company for Glass Industries	12-18-2013	05/01/2014	04/09/2014	Account Transfer	1.25
Materials	2150	The National Company for Glass Industries	12-25-2014	05/05/2015	04-20-2015	Account Transfer	1.7
Materials	2150	The National Company for Glass Industries	08/12/2015	09/10/2015	08-25-2015	Account Transfer	1
Materials	2150	The National Company for Glass Industries	12-24-2015	05-25-2016	05/04/2016	Account Transfer	0.5
Materials	2150	The National Company for Glass Industries	07-20-2016	10/02/2016	08-21-2016	Account Transfer	0.75
Materials	2150	The National Company for Glass Industries	05-25-2017	07-24-2017	07/02/2017	Account Transfer	0.5
Materials	2150	The National Company for Glass Industries	12-19-2017	06/04/2018	05-14-2018	Account Transfer	0.5
Materials	2150	The National Company for Glass Industries	04/09/2019	04-28-2019	04-15-2019	Account Transfer	0.75
Capital Goods	2160	Saudi Arabian Amiantit Co.	04-21-2003	06/04/2003	06/03/2003	By Mail	3.5
Capital Goods	2160	Saudi Arabian Amiantit Co.	02-15-2009	05-16-2009	04-19-2009	Account Transfer	0.5
Capital Goods	2160	Saudi Arabian Amiantit Co.	03/03/2010	05-22-2010	04-26-2010	Account Transfer	1
Capital Goods	2160	Saudi Arabian Amiantit Co.	12-28-2010	03/09/2011	02-27-2011	Account Transfer	1.5
Capital Goods	2160	Saudi Arabian Amiantit Co.	02/01/2012	03/10/2012	02-29-2012	Account Transfer	1.25
Capital Goods	2160	Saudi Arabian Amiantit Co.	02/03/2013	03-20-2013	03/09/2013	Account Transfer	1
Capital Goods	2160	Saudi Arabian Amiantit Co.	02/06/2014	04/03/2014	03-20-2014	Account Transfer	1
Capital Goods	2160	Saudi Arabian Amiantit Co.	02-14-2016	04-14-2016	04/04/2016	Account Transfer	0.65
Materials	2170	Alujain Corp.	10-24-2016	07-17-2017	12-29-2016	Account Transfer	0.5
Materials	2170	Alujain Corp.	11-13-2016	07-17-2017	12-29-2016	Account Transfer	0.5
Materials	2180	Filing and Packing Materials Manufacturing Co.	02/12/2002	03/12/2002	03/09/2002	Personal Pickup	5
Materials	2180	Filing and Packing Materials Manufacturing Co.	01/08/2003	03/06/2003	03/01/2003	Personal Pickup	6
Materials	2180	Filing and Packing Materials Manufacturing Co.	12-25-2003	02-23-2004	02-16-2004	Personal Pickup	6
Materials	2180	Filing and Packing Materials Manufacturing Co.	12/12/2004	03/12/2005	03/01/2005	Personal Pickup	6
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-30-2006	04-15-2006	03-22-2006	Personal Pickup	6
Materials	2180	Filing and Packing Materials Manufacturing Co.	11-15-2006	04/04/2007	02-26-2007	Account Transfer	1.2
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-15-2008	04/01/2008	02/06/2008	Personal Pickup	0.5
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-18-2011	04-23-2011	03-30-2011	Account Transfer	1
Materials	2180	Filing and Packing Materials Manufacturing Co.	12-31-2011	05/01/2012	04/11/2012	Account Transfer	1
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-19-2013	05-18-2013	04-21-2013	Account Transfer	1
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-15-2014	05-29-2014	04/06/2014	Account Transfer	1
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-27-2015	04-30-2015	04/02/2015	Account Transfer	1
Materials	2180	Filing and Packing Materials Manufacturing Co.	01-31-2017	05-21-2017	05/01/2017	Account Transfer	0.5
Transportation	2190	Saudi Industrial Services Co.	01-19-2015	06/01/2015	05/05/2015	Account Transfer	0.5
Transportation	2190	Saudi Industrial Services Co.	02-29-2016	06/01/2016	05/02/2016	Account Transfer	0.5
Transportation	2190	Saudi Industrial Services Co.	03-28-2018	06/10/2018	05-23-2018	Account Transfer	0.3
Transportation	2190	Saudi Industrial Services Co.	02-26-2019	05-26-2019	05/07/2019	Account Transfer	0.4
Materials	2200	Arabian Pipes Co.	12-29-2007	04-16-2008	04/05/2008	Account Transfer	1.5
Materials	2220	National Metal Manufacturing and Casting Co.	01-13-2008	05/12/2008	04/07/2008	Account Transfer	1
Materials	2220	National Metal Manufacturing and Casting Co.	02/10/2009	05-17-2009	04-26-2009	Account Transfer	0.5
Materials	2220	National Metal Manufacturing and Casting Co.	02-20-2010	05-22-2010	04-24-2010	Account Transfer	0.5
Materials	2220	National Metal Manufacturing and Casting Co.	12-17-2014	05-25-2015	04-30-2015	Account Transfer	0.5
Materials	2220	National Metal Manufacturing and Casting Co.	12/07/2015	06/08/2016	05-29-2016	Account Transfer	0.5
Materials	2220	National Metal Manufacturing and Casting Co.	12-22-2016	06/08/2017	05-24-2017	Account Transfer	0.5
Materials	2220	National Metal Manufacturing and Casting Co.	12-28-2017	05-30-2018	05/10/2018	Account Transfer	0.25
Health Care Equipment & Svc	2230	Saudi Chemical Co.	03-20-2002	05/01/2002	03-26-2002	Personal Pickup	12
Health Care Equipment & Svc	2230	Saudi Chemical Co.	03-16-2003	04-26-2003	04-21-2003	Personal Pickup	4
Health Care Equipment & Svc	2230	Saudi Chemical Co.	02-20-2007	05/04/2007	04/04/2007	Account Transfer	1
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12-15-2009	01/09/2010	12-30-2009	Account Transfer	2.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	02-20-2010	05-30-2010	05/11/2010	Account Transfer	1.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	11/02/2010	11-30-2010	11/08/2010	Account Transfer	1.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	01-24-2011	05-30-2011	05-15-2011	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12-18-2011	12-28-2011	12-25-2011	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	05/08/2012	07-17-2012	07/04/2012	Account Transfer	1.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12-29-2012	01-30-2013	01-23-2013	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	04-29-2013	06-29-2013	06-15-2013	Account Transfer	1.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12/08/2013	01-30-2014	01-16-2014	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	05-15-2014	07-14-2014	06-25-2014	Account Transfer	1.75
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12-17-2014	02/01/2015	01-15-2015	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	05-14-2015	07-13-2015	06-28-2015	Account Transfer	3
Health Care Equipment & Svc	2230	Saudi Chemical Co.	01-24-2016	02-28-2016	02/07/2016	Account Transfer	2
Health Care Equipment & Svc	2230	Saudi Chemical Co.	11-28-2016	01/08/2017	12-25-2016	Account Transfer	1.5
Health Care Equipment & Svc	2230	Saudi Chemical Co.	05-25-2017	08/10/2017	07-31-2017	Account Transfer	1
Health Care Equipment & Svc	2230	Saudi Chemical Co.	12-17-2017	01/07/2018	12-25-2017	Account Transfer	1
Health Care Equipment & Svc	2230	Saudi Chemical Co.	09/09/2018	12-16-2018	12/02/2018	Account Transfer	1.25
Materials	2240	Zamil Industrial Investment Co.	03-27-2002	04-27-2002	04-18-2002	Personal Pickup	5
Materials	2240	Zamil Industrial Investment Co.	01-20-2003	03-30-2003	03-26-2003	Personal Pickup	6
Materials	2240	Zamil Industrial Investment Co.	03/10/2004	04-17-2004	04/10/2004	By Mail	3
Materials	2240	Zamil Industrial Investment Co.	02-26-2005	04-23-2005	04/09/2005	Account Transfer	6
Materials	2240	Zamil Industrial Investment Co.	02-20-2007	04/10/2007	03-21-2007	Account Transfer	1.5
Materials	2240	Zamil Industrial Investment Co.	02-20-2008	05/11/2008	04-20-2008	Account Transfer	1.5
Materials	2240	Zamil Industrial Investment Co.	02-14-2009	04-21-2009	03-31-2009	Account Transfer	1.5
Materials	2240	Zamil Industrial Investment Co.	02-22-2010	04-21-2010	03-31-2010	Account Transfer	1.5
Materials	2240	Zamil Industrial Investment Co.	07-24-2010	08-14-2010	07-31-2010	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	01/08/2011	04-19-2011	04/04/2011	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	07-18-2011	08-21-2011	07-31-2011	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	12-24-2011	04-18-2012	04/08/2012	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	07-28-2012	08-14-2012	07-31-2012	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	01-15-2013	04-27-2013	04-13-2013	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	07-21-2013	08/05/2013	07-28-2013	Account Transfer	0.75
Materials	2240	Zamil Industrial Investment Co.	02-18-2014	04-30-2014	04-16-2014	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	07-21-2014	08-21-2014	07-24-2014	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	01-19-2015	04-23-2015	04/09/2015	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	07-22-2015	08-13-2015	07-30-2015	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	12-21-2015	05/02/2016	04-18-2016	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	07-27-2016	08-14-2016	07-31-2016	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	01-19-2017	05-18-2017	05/04/2017	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	08/02/2017	08-21-2017	08/07/2017	Account Transfer	1
Materials	2240	Zamil Industrial Investment Co.	03-26-2018	04-30-2018	04-16-2018	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	01/12/2004	05-18-2004	05/04/2004	Account Transfer	2.5
Materials	2250	Saudi Industrial Investment Group	01/02/2005	04-26-2005	04/12/2005	Account Transfer	4
Materials	2250	Saudi Industrial Investment Group	12/12/2006	05-16-2007	01/06/2007	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	02/06/2008	06/05/2008	05-24-2008	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	02-23-2010	06/01/2010	05-22-2010	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	12/11/2010	05/02/2011	04-23-2011	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	12-25-2011	04-22-2012	04/08/2012	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	12-16-2012	04-27-2013	04-14-2013	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	12-17-2013	05-14-2014	04-30-2014	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	12-21-2014	04-19-2015	04/08/2015	Account Transfer	1
Materials	2250	Saudi Industrial Investment Group	01-17-2017	04-30-2017	04-18-2017	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	10/08/2017	01/11/2018	12-31-2017	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	04-18-2018	07/11/2018	06-30-2018	Account Transfer	0.5
Materials	2250	Saudi Industrial Investment Group	10-28-2018	01-13-2019	12-31-2018	Account Transfer	0.75
Materials	2250	Saudi Industrial Investment Group	04/09/2019	07/11/2019	06-30-2019	Account Transfer	0.75
Materials	2260	Sahara Petrochemical Co.	12/03/2012	04-13-2013	03-30-2013	Account Transfer	0.5
Materials	2260	Sahara Petrochemical Co.	12/04/2013	04/07/2014	03-19-2014	Account Transfer	0.85
Materials	2260	Sahara Petrochemical Co.	12-24-2014	04/02/2015	03-29-2015	Account Transfer	0.85
Materials	2260	Sahara Petrochemical Co.	12/08/2015	06-15-2016	06/05/2016	Account Transfer	0.5
Materials	2260	Sahara Petrochemical Co.	12-15-2016	04-30-2017	04-18-2017	Account Transfer	0.75
Materials	2260	Sahara Petrochemical Co.	12-28-2017	05/02/2018	04-19-2018	Account Transfer	1
Materials	2260	Sahara Petrochemical Co.	08/12/2018	09/06/2018	08-16-2018	Account Transfer	0.5
Materials	2260	Sahara Petrochemical Co.	12/05/2018	01-31-2019	01-20-2019	Account Transfer	0.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-25-2005	07-13-2005	06-28-2005	Account Transfer	11.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-30-2007	08/06/2007	06-30-2007	Account Transfer	1
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-28-2008	07-30-2008	07-13-2008	Account Transfer	1.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	01-24-2010	02/07/2010	01-26-2010	Account Transfer	1.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	04-21-2010	07/12/2010	06-26-2010	Account Transfer	1.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-18-2011	07-23-2011	06-28-2011	Account Transfer	3
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-26-2012	07-16-2012	06-25-2012	Account Transfer	3
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-19-2013	07-21-2013	06-24-2013	Account Transfer	3
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-25-2014	07-21-2014	06-24-2014	Account Transfer	3.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05-17-2015	07-15-2015	06-30-2015	Account Transfer	3.5
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05/02/2016	06-22-2016	06/01/2016	Account Transfer	4
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05/04/2017	06/06/2017	05-24-2017	Account Transfer	4
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	11-29-2017	12-20-2017	12/04/2017	Account Transfer	2
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	04-23-2018	07-23-2018	07/02/2018	Account Transfer	2
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	11-28-2018	12/12/2018	12/02/2018	Account Transfer	2
Food & Beverages	2270	Saudia Dairy and Foodstuff Co.	05/09/2019	07/01/2019	06/11/2019	Account Transfer	2
Food & Beverages	2280	Almarai Co.	01-21-2007	04/10/2007	03-27-2007	Account Transfer	2
Food & Beverages	2280	Almarai Co.	01-21-2008	04/07/2008	03-24-2008	Account Transfer	2.5
Food & Beverages	2280	Almarai Co.	01-19-2009	04/07/2009	03-23-2009	Account Transfer	3.5
Food & Beverages	2280	Almarai Co.	01-20-2010	04-26-2010	04/11/2010	Account Transfer	4
Food & Beverages	2280	Almarai Co.	12/06/2010	04/11/2011	04/03/2011	Account Transfer	2.25
Food & Beverages	2280	Almarai Co.	12/07/2011	04/11/2012	04/02/2012	Account Transfer	2.25
Food & Beverages	2280	Almarai Co.	01-19-2013	04/10/2013	04/02/2013	Account Transfer	1.25
Food & Beverages	2280	Almarai Co.	12-29-2013	04/09/2014	04/02/2014	Account Transfer	1
Food & Beverages	2280	Almarai Co.	12-28-2014	04/12/2015	04/05/2015	Account Transfer	1
Food & Beverages	2280	Almarai Co.	12-14-2015	04/12/2016	04/03/2016	Account Transfer	1.15
Food & Beverages	2280	Almarai Co.	12/06/2016	04/04/2017	03-26-2017	Account Transfer	0.9
Food & Beverages	2280	Almarai Co.	12/11/2017	04-17-2018	04/09/2018	Account Transfer	0.75
Food & Beverages	2280	Almarai Co.	12/10/2018	04-15-2019	04/07/2019	Account Transfer	0.85
Materials	2290	Yanbu National Petrochemical Co.	06-19-2013	07-28-2013	07/03/2013	Account Transfer	1
Materials	2290	Yanbu National Petrochemical Co.	12/09/2013	03-26-2014	03-16-2014	Account Transfer	2
Materials	2290	Yanbu National Petrochemical Co.	06-25-2014	07-20-2014	07/03/2014	Account Transfer	1.5
Materials	2290	Yanbu National Petrochemical Co.	12/04/2014	04/01/2015	03-19-2015	Account Transfer	1.5
Materials	2290	Yanbu National Petrochemical Co.	06/09/2015	07-13-2015	06-25-2015	Account Transfer	1
Materials	2290	Yanbu National Petrochemical Co.	12-24-2015	04-14-2016	03-31-2016	Account Transfer	1
Materials	2290	Yanbu National Petrochemical Co.	05-30-2016	06-30-2016	06-15-2016	Account Transfer	1.5
Materials	2290	Yanbu National Petrochemical Co.	12-22-2016	03-28-2017	03-14-2017	Account Transfer	1.5
Materials	2290	Yanbu National Petrochemical Co.	06/07/2017	07-13-2017	07/02/2017	Account Transfer	1.5
Materials	2290	Yanbu National Petrochemical Co.	12-28-2017	04-16-2018	04/02/2018	Account Transfer	1.75
Materials	2290	Yanbu National Petrochemical Co.	05-27-2018	07-16-2018	07/02/2018	Account Transfer	1.75
Materials	2290	Yanbu National Petrochemical Co.	12-20-2018	04-18-2019	04/04/2019	Account Transfer	2
Materials	2290	Yanbu National Petrochemical Co.	05/12/2019	07-16-2019	07/02/2019	Account Transfer	1.75
Materials	2300	Saudi Paper Manufacturing Co.	02-28-2007	05/12/2007	04-21-2007	Account Transfer	0.5
Materials	2300	Saudi Paper Manufacturing Co.	03/02/2008	04-23-2008	04/12/2008	Account Transfer	0.75
Materials	2300	Saudi Paper Manufacturing Co.	12-27-2008	04-20-2009	04/02/2009	Account Transfer	1
Materials	2300	Saudi Paper Manufacturing Co.	02-23-2010	05/01/2010	04/06/2010	Account Transfer	1.25
Materials	2300	Saudi Paper Manufacturing Co.	12-15-2010	04/10/2011	03-26-2011	Account Transfer	1.5
Materials	2300	Saudi Paper Manufacturing Co.	12-20-2011	04-16-2012	04/02/2012	Account Transfer	1.75
Materials	2300	Saudi Paper Manufacturing Co.	12-23-2012	04-13-2013	03-26-2013	Account Transfer	1.5
Materials	2310	Sahara International Petrochemical Co.	06/08/2008	07-20-2008	07/05/2008	Account Transfer	1
Materials	2310	Sahara International Petrochemical Co.	12-24-2008	04-18-2009	04/04/2009	Account Transfer	1
Materials	2310	Sahara International Petrochemical Co.	12-23-2009	04/12/2010	03-27-2010	Account Transfer	1
Materials	2310	Sahara International Petrochemical Co.	12-20-2011	04/02/2012	03-20-2012	Account Transfer	1.25
Materials	2310	Sahara International Petrochemical Co.	07-28-2012	08-13-2012	08/01/2012	Account Transfer	0.5
Materials	2310	Sahara International Petrochemical Co.	01-20-2013	03-27-2013	03-16-2013	Account Transfer	0.75
Materials	2310	Sahara International Petrochemical Co.	07-16-2013	08/04/2013	07-22-2013	Account Transfer	0.6
