Name,Date,Open,High,Low,Close,Volume Traded,Value Traded (SAR),No. of Trades
Tadawul All Share Index (TASI),02-23-2013,7034.74,7044.11,7026.4,7041.58,173074910,4711255108.45,110915
Tadawul All Share Index (TASI),02-24-2013,7041.58,7058.16,7031.77,7043.65,235918935,6233628966.25,132484
Tadawul All Share Index (TASI),02-25-2013,7043.65,7060.07,7033.98,7042.42,225235408,5821463628.3,129330
Tadawul All Share Index (TASI),02-26-2013,7042.42,7042.42,6980.87,6988.19,205994624,4945530411,120693
Tadawul All Share Index (TASI),02-27-2013,6988.19,7015.95,6988.19,6998.33,171162086,4417835174.2,106062
Tadawul All Share Index (TASI),03-02-2013,6998.33,7024.22,6998.33,7016.61,150771063,4083270394.95,97881
Tadawul All Share Index (TASI),03-03-2013,7016.61,7022.03,6973.18,6988.07,161794041,3970169729.5,101314
Tadawul All Share Index (TASI),03-04-2013,6988.07,6988.07,6943.14,6956.53,157124675,3974557045.35,99641
Tadawul All Share Index (TASI),03-05-2013,6956.53,6964.81,6927.23,6953.21,141956449,3579270193.45,82901
Tadawul All Share Index (TASI),03-06-2013,6953.21,7005.58,6953,6999.53,164973463,3832106243.35,89222
Tadawul All Share Index (TASI),03-09-2013,6999.53,7062.04,6999.13,7027.49,181726070,4470891482.7,99123
Tadawul All Share Index (TASI),03-10-2013,7027.49,7033.4,7002.43,7019.2,149554840,4072826793.05,99111
Tadawul All Share Index (TASI),03-11-2013,7019.2,7042.14,7011.49,7030.93,161449472,4657774266.05,109524
Tadawul All Share Index (TASI),03-12-2013,7030.93,7030.93,6979.68,6986.45,183026519,5120202230.7,120491
Tadawul All Share Index (TASI),03-13-2013,6986.45,7030.89,6968.14,7025.37,238614554,10924832987.2,519290
Tadawul All Share Index (TASI),03-16-2013,7025.37,7057.95,7025.37,7051.18,199631683,7163022938.15,209017
Tadawul All Share Index (TASI),03-17-2013,7051.18,7085.8,7032.64,7081.88,232445698,6818452404.85,168628
Tadawul All Share Index (TASI),03-18-2013,7081.88,7082.68,7040.74,7057.44,203036242,6660851789.4,155985
Tadawul All Share Index (TASI),03-19-2013,7057.44,7081.34,7051.95,7076.04,186018082,5941498021.55,138663
Tadawul All Share Index (TASI),03-20-2013,7076.04,7095.53,7070.94,7095.48,172447395,5780877999.6,142988
Tadawul All Share Index (TASI),03-23-2013,7095.48,7095.57,7075.65,7094.18,173725463,5669667045.05,141181
Tadawul All Share Index (TASI),03-24-2013,7094.18,7142.75,7090.41,7137.54,210318627,6388475174.85,143387
Tadawul All Share Index (TASI),03-25-2013,7137.54,7162.91,7127.16,7162.89,185152096,5270945445.7,115678
Tadawul All Share Index (TASI),03-26-2013,7162.89,7186.24,7144.57,7176.88,212822373,5955330354,128201
Tadawul All Share Index (TASI),03-27-2013,7176.88,7185.75,7162.45,7177.62,224146481,6235081809.1,137965
Tadawul All Share Index (TASI),03-30-2013,7177.62,7190.4,7129.51,7157.64,224488451,6146177275.65,148383
Tadawul All Share Index (TASI),03-31-2013,7157.64,7157.64,7100.3,7125.73,169355413,5327998342.05,127572
Tadawul All Share Index (TASI),04-01-2013,7125.73,7157.85,7120.52,7157.85,145664421,4765360899.05,116398
Tadawul All Share Index (TASI),04-02-2013,7157.85,7173.56,7140.31,7172.57,179958492,5421156110.3,122168
Tadawul All Share Index (TASI),04-03-2013,7172.57,7181.05,7147.87,7178.1,212276586,5907092215.1,137704
Tadawul All Share Index (TASI),04-06-2013,7178.1,7178.1,7091.78,7113.74,232554300,6328792270.95,149331
Tadawul All Share Index (TASI),04-07-2013,7113.74,7135.84,7083.43,7112.59,184287234,5748195396.55,137022
Tadawul All Share Index (TASI),04-08-2013,7112.59,7170.1,7112.59,7160.52,231767538,7202022292.45,165716
Tadawul All Share Index (TASI),04-09-2013,7160.52,7197.89,7160.52,7190.31,249189904,8146696819.95,184125
Tadawul All Share Index (TASI),04-10-2013,7190.31,7242.5,7187.85,7237.82,266779954,8375221922.25,189301
Tadawul All Share Index (TASI),04-13-2013,7237.82,7248.18,7214.91,7223.02,259983854,7417453602.75,171993
Tadawul All Share Index (TASI),04-14-2013,7223.02,7223.02,7166.14,7195.67,287884340,8410584274,184664
Tadawul All Share Index (TASI),04-15-2013,7195.67,7197.75,7132.1,7145.6,255627875,7848326753.25,178346
Tadawul All Share Index (TASI),04-16-2013,7145.6,7145.6,7058.9,7096.99,235832562,7572366878.45,167387
Tadawul All Share Index (TASI),04-17-2013,7096.99,7108.45,7028.39,7060.04,247798896,6392141000.4,152086
Tadawul All Share Index (TASI),04-20-2013,7060.04,7098.48,7044.97,7098.48,218050985,5969797894.35,131537
Tadawul All Share Index (TASI),04-21-2013,7098.48,7100.84,7075.63,7099.17,210007755,6588514711.1,147855
Tadawul All Share Index (TASI),04-22-2013,7099.17,7126.42,7082.46,7124.3,207175129,6084702478.6,141664
Tadawul All Share Index (TASI),04-23-2013,7124.3,7125.91,7095.37,7124.4,229879270,6150439093.95,138773
Tadawul All Share Index (TASI),04-24-2013,7124.4,7133.44,7113.59,7127.68,214284702,6212305951.75,142045
Tadawul All Share Index (TASI),04-27-2013,7127.68,7163.39,7127.68,7149.97,208555059,6145580287.2,138470
Tadawul All Share Index (TASI),04-28-2013,7149.97,7150.81,7115.93,7140.83,212364024,5443812765.1,120316
Tadawul All Share Index (TASI),04-29-2013,7140.83,7166.93,7136.29,7166.93,256008159,6264104945.6,128926
Tadawul All Share Index (TASI),04-30-2013,7166.93,7185.86,7153.76,7179.8,225712711,5874120753.45,129655
Tadawul All Share Index (TASI),05-01-2013,7179.8,7182.75,7150.82,7175.36,192817234,5158524714.95,114571
Tadawul All Share Index (TASI),05-04-2013,7175.36,7217.59,7173.42,7214.06,180136899,5148314802.75,112479
Tadawul All Share Index (TASI),05-05-2013,7214.06,7215.92,7192.72,7205.75,177692261,5282971684.6,124060
Tadawul All Share Index (TASI),05-06-2013,7205.75,7215.74,7171.94,7189.13,176678672,5040531004.6,121979
Tadawul All Share Index (TASI),05-07-2013,7189.13,7192.13,7169.81,7182.48,142663145,4398635216.65,105806
Tadawul All Share Index (TASI),05-08-2013,7182.48,7217.45,7182.48,7206.27,137168998,3973168088.05,94047
Tadawul All Share Index (TASI),05-11-2013,7206.27,7234.57,7206.27,7220.42,156240543,4251066866.15,96612
Tadawul All Share Index (TASI),05-12-2013,7220.42,7226.47,7184.63,7195.17,148732874,4442193756.25,102925
Tadawul All Share Index (TASI),05-13-2013,7195.17,7195.17,7122.87,7158.75,210027733,5740345318.8,139354
Tadawul All Share Index (TASI),05-14-2013,7158.75,7179.46,7123.19,7139.3,185290503,5045838643.3,127202
Tadawul All Share Index (TASI),05-15-2013,7139.3,7147.62,7085.31,7147.42,248597080,6003755534.35,140854
Tadawul All Share Index (TASI),05-18-2013,7147.42,7229.7,7147.04,7229.02,390967270,7442795783.8,151043
Tadawul All Share Index (TASI),05-19-2013,7229.02,7312.59,7222.45,7300.34,428565348,8359765695.7,159639
Tadawul All Share Index (TASI),05-20-2013,7300.34,7342.63,7291.64,7307.36,366707074,7186212466.55,143885
Tadawul All Share Index (TASI),05-21-2013,7307.36,7362.86,7302.98,7355.27,239785498,5840422391.8,123761
Tadawul All Share Index (TASI),05-22-2013,7355.27,7374.28,7345.42,7363.13,221163537,5560284673.9,120789
Tadawul All Share Index (TASI),05-25-2013,7363.13,7363.13,7298.98,7333.83,213116918,5279583326.55,115930
Tadawul All Share Index (TASI),05-26-2013,7333.83,7340.71,7311.78,7319.82,249749168,5821023461.1,117752
Tadawul All Share Index (TASI),05-27-2013,7319.82,7331.07,7303,7326.93,165278252,4700315281.9,109121
Tadawul All Share Index (TASI),05-28-2013,7326.93,7379.39,7323.24,7378,215064814,5497530430.35,113040
Tadawul All Share Index (TASI),05-29-2013,7378,7419.94,7378,7404.12,266365113,6085391405.2,124152
Tadawul All Share Index (TASI),06-01-2013,7404.12,7435.19,7353.38,7435.19,239958323,5423873114.3,112232
Tadawul All Share Index (TASI),06-02-2013,7435.19,7477.12,7435.06,7472.14,316527314,7062761249.25,131620
Tadawul All Share Index (TASI),06-03-2013,7472.14,7571.63,7465.63,7557.24,398990512,8506241296.1,148054
Tadawul All Share Index (TASI),06-04-2013,7557.24,7620.52,7556.43,7576.63,385504600,8532692271.5,155035
Tadawul All Share Index (TASI),06-05-2013,7576.63,7615.82,7542.35,7613.35,242634039,5981022937.55,113325
Tadawul All Share Index (TASI),06-08-2013,7613.35,7683.13,7613.35,7645.65,243079479,6155419711.2,121168
Tadawul All Share Index (TASI),06-09-2013,7645.65,7648.15,7611.86,7642.24,226357577,5776153222.7,113087
Tadawul All Share Index (TASI),06-10-2013,7642.24,7658.72,7626.11,7635.75,295670411,6377959378.65,125810
Tadawul All Share Index (TASI),06-11-2013,7635.75,7639.23,7576.85,7583.28,248454668,5708220846.45,116735
Tadawul All Share Index (TASI),06-12-2013,7583.28,7627.54,7570.69,7623.89,252870042,5506726139.45,111556
Tadawul All Share Index (TASI),06-15-2013,7623.89,7623.89,7245.08,7294.38,474694968,9668508522.4,191008
Tadawul All Share Index (TASI),06-16-2013,7294.38,7361.96,7268.38,7330.48,335616946,7166546374.15,149400
Tadawul All Share Index (TASI),06-17-2013,7330.48,7463.55,7330.48,7463.37,288715702,6530379394.15,130215
Tadawul All Share Index (TASI),06-18-2013,7463.37,7527.23,7462.97,7526.29,243625796,5941688039.45,125798
Tadawul All Share Index (TASI),06-19-2013,7526.29,7536.63,7491.22,7526.26,201544404,5574002381.8,121787
Tadawul All Share Index (TASI),06-22-2013,7526.26,7527.38,7435.98,7527.36,255704423,6159532955.55,125195
Tadawul All Share Index (TASI),06-23-2013,7527.36,7564.15,7527.36,7561.5,260534049,5959146651.95,118121
Tadawul All Share Index (TASI),06-24-2013,7561.5,7561.79,7486.36,7500.69,211497536,5535513378.45,122928
Tadawul All Share Index (TASI),06-25-2013,7500.69,7527.57,7489.36,7517.36,193804087,5163563919.4,107569
Tadawul All Share Index (TASI),06-26-2013,7517.36,7535.76,7494.35,7504.38,182223169,4746559467.7,108752
Tadawul All Share Index (TASI),06-30-2013,7504.38,7511.17,7465.9,7496.57,146710732,4315364570.15,104457
Tadawul All Share Index (TASI),07-01-2013,7496.57,7568.92,7492.94,7567.43,174107264,4925501151.95,104667
Tadawul All Share Index (TASI),07-02-2013,7567.43,7638.7,7549.56,7620.83,186567544,5088642768.35,101223
Tadawul All Share Index (TASI),07-03-2013,7620.83,7636.92,7579.22,7586.31,167800293,4758691884.85,101723
Tadawul All Share Index (TASI),07-04-2013,7586.31,7671.78,7586.31,7668.58,170850220,5126813670.35,102195
Tadawul All Share Index (TASI),07-07-2013,7668.58,7728.39,7665.95,7717.26,183191361,4777425654.8,99477
Tadawul All Share Index (TASI),07-08-2013,7717.26,7725.69,7684.35,7695.25,177670509,4438664412.35,93723
Tadawul All Share Index (TASI),07-09-2013,7695.25,7723.46,7691.31,7708.52,145570698,3866284814.4,87652
Tadawul All Share Index (TASI),07-10-2013,7708.52,7713.72,7691.3,7706.01,113727576,3008465503.45,64512
Tadawul All Share Index (TASI),07-11-2013,7706.01,7707.93,7662.35,7690.38,129409764,3386563351.95,72348
Tadawul All Share Index (TASI),07-14-2013,7690.38,7744.16,7690.38,7744.16,170235550,4356233734.55,79795
Tadawul All Share Index (TASI),07-15-2013,7744.16,7744.16,7668.24,7699.02,130924485,3909152425.05,74354
Tadawul All Share Index (TASI),07-16-2013,7699.02,7703.76,7676.48,7703.25,167838652,3949850584.55,71283
Tadawul All Share Index (TASI),07-17-2013,7703.25,7703.25,7641.21,7699.25,188530265,4769935217.65,79361
Tadawul All Share Index (TASI),07-18-2013,7699.25,7699.25,7655.66,7667.07,205167165,4449523885.25,85420
Tadawul All Share Index (TASI),07-21-2013,7667.07,7740.51,7615.67,7740.46,197246392,4617876962.9,92384
Tadawul All Share Index (TASI),07-22-2013,7740.46,7810.04,7735.7,7806.03,221246515,5211452949.8,93012
Tadawul All Share Index (TASI),07-23-2013,7806.03,7825.69,7788.76,7800.92,209105499,5487624101.8,106100
Tadawul All Share Index (TASI),07-24-2013,7800.92,7812.84,7758.17,7774.51,187021838,4887395109.5,98619
Tadawul All Share Index (TASI),07-25-2013,7774.51,7780.04,7753.86,7770.45,183093903,4600199538.25,90692
Tadawul All Share Index (TASI),07-28-2013,7770.45,7781.45,7751.1,7763.14,178717177,4489132734.7,84933
Tadawul All Share Index (TASI),07-29-2013,7763.14,7793.98,7748.99,7793.98,193579346,4423844459.3,79318
Tadawul All Share Index (TASI),07-30-2013,7793.98,7864.39,7778.63,7863.83,284493105,5782846683.65,92683
Tadawul All Share Index (TASI),07-31-2013,7863.83,7916.95,7853.51,7915.11,292088911,6122062449.7,106530
Tadawul All Share Index (TASI),08-01-2013,7915.11,7921.99,7888.13,7910.66,271315275,5385144671.25,102382
Tadawul All Share Index (TASI),08-04-2013,7910.66,7978.27,7909.04,7972.11,236661500,5079558082.95,91344
Tadawul All Share Index (TASI),08-05-2013,7972.11,8084.57,7966.62,8072.3,292307837,6378256352.15,106223
Tadawul All Share Index (TASI),08-13-2013,8072.3,8138.15,8069.89,8114.75,222351199,5144665741.6,83525
Tadawul All Share Index (TASI),08-14-2013,8114.75,8115.07,8063.54,8085.5,195630506,4482822240.15,83903
Tadawul All Share Index (TASI),08-15-2013,8085.5,8133.31,8076.9,8131.16,197507549,4818205054.6,92656
Tadawul All Share Index (TASI),08-18-2013,8131.16,8175.05,8113.68,8156.77,224598764,5654883030.4,105162
Tadawul All Share Index (TASI),08-19-2013,8156.77,8213.46,8104.91,8203.2,212846557,5817080475,117744
Tadawul All Share Index (TASI),08-20-2013,8203.2,8220.25,8163.81,8179.9,211668860,6038394423.8,111508
Tadawul All Share Index (TASI),08-21-2013,8179.9,8223.09,8172.62,8214.85,214530781,5582384285.75,104308
Tadawul All Share Index (TASI),08-22-2013,8214.85,8215.93,8183.23,8192.39,163130662,4679460906.3,100278
Tadawul All Share Index (TASI),08-25-2013,8192.39,8201.41,8125.34,8129.87,206965531,6413206899.85,152661
Tadawul All Share Index (TASI),08-26-2013,8129.87,8129.87,8010.93,8054.65,234401109,6009479259.25,137534
Tadawul All Share Index (TASI),08-27-2013,8054.65,8054.65,7697.85,7722.7,387652088,8492031242.5,167120
Tadawul All Share Index (TASI),08-28-2013,7722.7,7766.87,7560.14,7751.32,344988483,8054178151.9,165256
Tadawul All Share Index (TASI),08-29-2013,7751.32,7843.23,7741.34,7766.52,227277457,5439729511.2,116740
Tadawul All Share Index (TASI),09-01-2013,7766.52,7879.33,7766.52,7878.74,238408554,5455588076.85,102519
Tadawul All Share Index (TASI),09-02-2013,7878.74,7936.6,7846.76,7933.95,229182190,5891998483.9,111424
Tadawul All Share Index (TASI),09-03-2013,7933.95,8003.69,7823.03,7831.76,285556320,7789106033.8,145351
Tadawul All Share Index (TASI),09-04-2013,7831.76,7831.76,7648.44,7662.96,235764647,5944619553.5,128358
Tadawul All Share Index (TASI),09-05-2013,7662.96,7697.72,7554.75,7634.3,218296561,5168139954.95,116276
Tadawul All Share Index (TASI),09-08-2013,7634.3,7732.96,7626.95,7635.66,167686367,4008984992.3,88835
Tadawul All Share Index (TASI),09-09-2013,7635.66,7645.11,7569.18,7643.13,195439677,4306253779.05,92055
Tadawul All Share Index (TASI),09-10-2013,7643.13,7875.54,7643.13,7864.56,422184418,8813354965.2,141988
Tadawul All Share Index (TASI),09-11-2013,7864.56,7893.25,7837.05,7855.19,284977112,6558276530,125859
Tadawul All Share Index (TASI),09-12-2013,7855.19,7903.28,7845.81,7893.67,249483386,5836245665.45,114193
Tadawul All Share Index (TASI),09-15-2013,7893.67,8035.44,7893.67,8034.2,323962500,8120414569.8,139975
Tadawul All Share Index (TASI),09-16-2013,8034.2,8070.59,8022.62,8070.59,251681031,6606893756.15,123190
Tadawul All Share Index (TASI),09-17-2013,8070.59,8070.59,8010.78,8030.58,243631255,6411371640.25,120590
Tadawul All Share Index (TASI),09-18-2013,8030.58,8034.66,7979.4,7998.21,196218580,5130366025.8,101406
Tadawul All Share Index (TASI),09-19-2013,7998.21,8064.79,7998.21,8024.71,229005334,5654263473.75,105347
Tadawul All Share Index (TASI),09-24-2013,8024.71,8036.55,7992.88,8003.44,165117382,4328038514.5,86853
Tadawul All Share Index (TASI),09-25-2013,8003.44,8020.32,7980.95,8002.14,188267909,4712833940.2,87840
Tadawul All Share Index (TASI),09-26-2013,8002.14,8023.04,7965.59,7981.07,197384948,5302586623.55,105286
Tadawul All Share Index (TASI),09-29-2013,7981.07,7987.13,7938.49,7949.81,174637006,4396837076.55,85962
Tadawul All Share Index (TASI),09-30-2013,7949.81,7968.37,7931.76,7964.91,144712934,3962925031.05,83208
Tadawul All Share Index (TASI),10-01-2013,7964.91,8013.86,7949.29,8008.54,145224626,4197927575.65,84497
Tadawul All Share Index (TASI),10-02-2013,8008.54,8029.31,7998.32,8014.39,160272777,4324263273,87454
Tadawul All Share Index (TASI),10-03-2013,8014.39,8034.7,7997.28,8017.77,152948442,3946890392.15,83201
Tadawul All Share Index (TASI),10-06-2013,8017.77,8037.33,7884.69,8002.65,222483354,5361283794.6,111657
Tadawul All Share Index (TASI),10-07-2013,8002.65,8009.75,7941.02,7976.8,196832730,4764202793.1,93136
Tadawul All Share Index (TASI),10-08-2013,7976.8,7977.79,7936.42,7961.46,177117039,4068992510.9,84667
Tadawul All Share Index (TASI),10-09-2013,7961.46,7983.47,7916.38,7977.26,155406844,3987002340.8,79493
Tadawul All Share Index (TASI),10-10-2013,7977.26,7992.41,7961.6,7982.95,163863069,3750222107.25,73187
Tadawul All Share Index (TASI),10-20-2013,7982.95,8137.77,7970.31,8133.24,243440446,5640036400.95,79194
Tadawul All Share Index (TASI),10-21-2013,8133.24,8147.89,8098.66,8143.75,267497881,5753159780.3,82953
Tadawul All Share Index (TASI),10-22-2013,8143.75,8183.93,8131.96,8142.66,247044937,5799377247.3,95782
Tadawul All Share Index (TASI),10-23-2013,8142.66,8153.26,8119.36,8150.27,206752625,5015907153.35,84204
Tadawul All Share Index (TASI),10-24-2013,8150.27,8173.7,8141.17,8170.75,169917651,4118998482.5,72683
Tadawul All Share Index (TASI),10-27-2013,8170.75,8170.75,8113.29,8125.4,168469708,4128849318.8,72579
Tadawul All Share Index (TASI),10-28-2013,8125.4,8125.4,8045.07,8059.21,185082840,4616951639.15,81576
Tadawul All Share Index (TASI),10-29-2013,8059.21,8059.41,7950.89,7972.59,171886525,4720949115.8,77612
Tadawul All Share Index (TASI),10-30-2013,7972.59,8018.65,7959.6,8005.49,186342649,5033211323,80669
Tadawul All Share Index (TASI),10-31-2013,8005.49,8055.9,7974.03,8044.47,175097758,4523878663.65,78640
Tadawul All Share Index (TASI),11-03-2013,8044.47,8098.81,8044.17,8060.16,180629209,4399411263.45,79938
Tadawul All Share Index (TASI),11-04-2013,8060.16,8077.76,8053.38,8073.97,148672904,4615760768.6,71912
Tadawul All Share Index (TASI),11-05-2013,8073.97,8171.4,8062.68,8170.73,211834303,5457519461.35,87698
Tadawul All Share Index (TASI),11-06-2013,8170.73,8192.09,8160.41,8188.46,162035339,4149031491.55,77472
Tadawul All Share Index (TASI),11-07-2013,8188.46,8262.88,8185.48,8262.79,230826479,5824158167.9,88593
Tadawul All Share Index (TASI),11-10-2013,8262.79,8275.06,8233.7,8248.16,207590029,5316981315.3,82162
Tadawul All Share Index (TASI),11-11-2013,8248.16,8274.25,8226.73,8271.14,167740315,4688750184.65,81556
Tadawul All Share Index (TASI),11-12-2013,8271.14,8350.51,8263.84,8329.48,232963487,6162229276.35,92056
Tadawul All Share Index (TASI),11-13-2013,8329.48,8351.14,8284.43,8297.79,185811098,4959440288.65,78887
Tadawul All Share Index (TASI),11-14-2013,8297.79,8319.34,8288.98,8317.16,165609669,4590740862.9,74477
Tadawul All Share Index (TASI),11-17-2013,8317.16,8411.29,8314.25,8383.77,206649604,6002630125.2,84385
Tadawul All Share Index (TASI),11-18-2013,8383.77,8425.49,8374.69,8407.88,196322408,5143238307.5,77522
Tadawul All Share Index (TASI),11-19-2013,8407.88,8408.07,8344.73,8359.59,164017831,4547173663.5,82222
Tadawul All Share Index (TASI),11-20-2013,8359.59,8359.71,8332.48,8337.32,133476984,3610630892.95,67560
Tadawul All Share Index (TASI),11-21-2013,8337.32,8345.04,8315.01,8337.78,173652789,4106030618.5,73096
Tadawul All Share Index (TASI),11-24-2013,8337.78,8388.64,8337.78,8388.17,167815776,4478896152.6,70922
Tadawul All Share Index (TASI),11-25-2013,8388.17,8395.31,8339.88,8346.69,154658705,4142394736.9,72731
Tadawul All Share Index (TASI),11-26-2013,8346.69,8355.83,8285.61,8298.46,171937789,5019626872.45,75012
Tadawul All Share Index (TASI),11-27-2013,8298.46,8316.69,8273.11,8300.65,143182313,3660267594.4,66679
Tadawul All Share Index (TASI),11-28-2013,8300.65,8354.47,8300.65,8325.28,151641732,4036772195.95,73495
Tadawul All Share Index (TASI),12-01-2013,8325.28,8335.33,8288.54,8301.15,161370403,3888138442.05,76030
Tadawul All Share Index (TASI),12-02-2013,8301.15,8334.84,8286.27,8334.31,180503824,4218662552.85,78367
Tadawul All Share Index (TASI),12-03-2013,8334.31,8336.67,8212.9,8229.19,262330573,5652206734.4,99430
Tadawul All Share Index (TASI),12-04-2013,8229.19,8243.5,8187.89,8231.13,166993090,4045867836.8,82321
Tadawul All Share Index (TASI),12-05-2013,8231.13,8245.4,8211.63,8243.74,163422115,3859016612.55,72467
Tadawul All Share Index (TASI),12-08-2013,8243.74,8323.75,8243.74,8321.33,157005285,4067577206.65,72457
Tadawul All Share Index (TASI),12-09-2013,8321.33,8359.8,8319.38,8359.55,172052892,4404648878.7,75440
Tadawul All Share Index (TASI),12-10-2013,8359.55,8401.87,8358.75,8399.39,204675702,5232964565.2,83031
Tadawul All Share Index (TASI),12-11-2013,8399.39,8410.77,8376.43,8399.65,163972650,4443677137.55,77205
Tadawul All Share Index (TASI),12-12-2013,8399.65,8399.65,8351.15,8387.61,163213723,4290952114.35,77585
Tadawul All Share Index (TASI),12-15-2013,8387.61,8418.53,8387.18,8396.96,188177975,4862437370,86783
Tadawul All Share Index (TASI),12-16-2013,8396.96,8402.61,8369.91,8385.08,173370855,4906205812.3,96280
Tadawul All Share Index (TASI),12-17-2013,8385.08,8412.32,8377.11,8412.32,243527789,6705280920.35,124161
Tadawul All Share Index (TASI),12-18-2013,8412.32,8451.68,8408.87,8440.53,226288931,6212756910.55,119163
Tadawul All Share Index (TASI),12-19-2013,8440.53,8510.18,8440.53,8509.68,252982597,6773494172.8,121929
Tadawul All Share Index (TASI),12-22-2013,8509.68,8562.68,8509.68,8551.23,223479988,6055213156.85,104150
Tadawul All Share Index (TASI),12-23-2013,8551.23,8569.52,8533.38,8561.84,223085659,5948633039.8,106293
Tadawul All Share Index (TASI),12-24-2013,8561.84,8578.29,8508.66,8521.89,218086209,5325439620.45,96008
Tadawul All Share Index (TASI),12-25-2013,8521.89,8527.57,8467.57,8481.59,172449233,4943890629.7,90172
Tadawul All Share Index (TASI),12-26-2013,8481.59,8486.25,8457.39,8481.1,169736942,5075134723.95,98619
Tadawul All Share Index (TASI),12-29-2013,8481.1,8494.95,8446.42,8494.76,160744221,4919842888.85,101695
Tadawul All Share Index (TASI),12-30-2013,8494.76,8530.8,8486.42,8520.02,184012404,5041836390.85,101280
Tadawul All Share Index (TASI),12-31-2013,8520.02,8538.98,8506.3,8535.6,183977848,5011352669.35,101813
Tadawul All Share Index (TASI),01-01-2014,8535.6,8605.56,8535.22,8605.34,185597509,5116418562.05,103591
Tadawul All Share Index (TASI),01-02-2014,8605.34,8621.49,8572.34,8618.12,217742593,6910280336.65,181158
Tadawul All Share Index (TASI),01-05-2014,8618.12,8638.25,8602.35,8637.74,210740174,6995598349.45,178906
Tadawul All Share Index (TASI),01-06-2014,8637.74,8637.74,8594.78,8611.81,240392235,6249407436.1,125933
Tadawul All Share Index (TASI),01-07-2014,8611.81,8620.37,8588.05,8608.8,231441938,5833272667.9,107391
Tadawul All Share Index (TASI),01-08-2014,8608.8,8659.26,8604.03,8652.5,256832072,6811465990.05,111056
Tadawul All Share Index (TASI),01-09-2014,8652.5,8678.53,8629.42,8677.87,259825791,6766373370.4,109025
Tadawul All Share Index (TASI),01-12-2014,8677.87,8714.73,8649.91,8714.73,265866044,6531627535.3,105223
Tadawul All Share Index (TASI),01-13-2014,8714.73,8726.57,8637.84,8711.87,263515511,6518573655.9,109083
Tadawul All Share Index (TASI),01-14-2014,8711.87,8713.48,8662.04,8696.39,223162479,5942709460,110529
Tadawul All Share Index (TASI),01-15-2014,8696.39,8757.43,8689.85,8745.28,220490083,7356339594.55,121489
Tadawul All Share Index (TASI),01-16-2014,8745.28,8779.88,8738.82,8761.06,195893677,6267268449.4,119149
Tadawul All Share Index (TASI),01-19-2014,8761.06,8761.3,8659.83,8739.73,235310816,6239976154.55,107155
Tadawul All Share Index (TASI),01-20-2014,8739.73,8749.61,8720.67,8727.78,220783902,5613380572.85,95284
Tadawul All Share Index (TASI),01-21-2014,8727.78,8743.73,8656.26,8734.49,265287496,7233599602.4,116600
Tadawul All Share Index (TASI),01-22-2014,8734.49,8789.35,8705.92,8761.16,245567023,6892361570.75,127504
Tadawul All Share Index (TASI),01-23-2014,8761.16,8803.73,8757.94,8771.99,186022064,5457097154.5,103711
Tadawul All Share Index (TASI),01-26-2014,8771.99,8771.99,8609.68,8735.59,218571596,6150003585.5,104783
Tadawul All Share Index (TASI),01-27-2014,8735.59,8746.27,8649.25,8655.01,240726040,6561386435.3,111866
Tadawul All Share Index (TASI),01-28-2014,8655.01,8700.42,8636.55,8656.11,209044461,5879186724.3,96696
Tadawul All Share Index (TASI),01-29-2014,8656.11,8742.63,8656.11,8704.21,223082382,5721340642.55,96696
Tadawul All Share Index (TASI),01-30-2014,8704.21,8760.62,8680.56,8760.62,251066249,6207195882.65,96994
Tadawul All Share Index (TASI),02-02-2014,8760.62,8843.41,8760.62,8835.12,303522421,7181405801.85,100247
Tadawul All Share Index (TASI),02-03-2014,8835.12,8848.96,8800.1,8806.92,278697464,6227822721.4,97719
Tadawul All Share Index (TASI),02-04-2014,8806.92,8806.92,8692.48,8768.9,287659494,6336703734.7,98640
Tadawul All Share Index (TASI),02-05-2014,8768.9,8799.8,8759.53,8792.8,242638116,5696246659.1,89623
Tadawul All Share Index (TASI),02-06-2014,8792.8,8825.07,8788.04,8819.31,226599372,5846019542.9,98691
Tadawul All Share Index (TASI),02-09-2014,8819.31,8901.5,8819.31,8865.8,269771807,6737701165.1,105268
Tadawul All Share Index (TASI),02-10-2014,8865.8,8876.62,8841.87,8873.95,212910931,5766467966.95,104269
Tadawul All Share Index (TASI),02-11-2014,8873.95,8879.84,8844.59,8859.2,278057007,7186604737.7,112340
Tadawul All Share Index (TASI),02-12-2014,8859.2,8917.19,8858.05,8912.58,229801841,6264721676.35,94863
Tadawul All Share Index (TASI),02-13-2014,8912.58,8935.97,8912.58,8929.6,220032534,5644062023.9,89704
Tadawul All Share Index (TASI),02-16-2014,8929.6,8990.11,8929.6,8970.44,230535859,6432148243.95,107432
Tadawul All Share Index (TASI),02-17-2014,8970.44,8983.88,8919.02,8939.88,225740997,6205156314.15,108379
Tadawul All Share Index (TASI),02-18-2014,8939.88,8979.02,8936.67,8956.86,252228418,6331669894.3,99639
Tadawul All Share Index (TASI),02-19-2014,8956.86,8977.02,8939.44,8967.62,273144429,6279162527.95,101202
Tadawul All Share Index (TASI),02-20-2014,8967.62,8993.26,8952.05,8988.87,294793990,7491660517.3,109864
Tadawul All Share Index (TASI),02-23-2014,8988.87,9036.14,8988.87,9023.42,268010110,7026019567.6,108665
