Name,Date,Open,High,Low,Close,Volume Traded,Value Traded (SAR),No. of Trades
Tadawul All Share Index (TASI),02-23-2010,6487.19,6496.29,6460.6,6471.84,134006215,2583177579.1,84661
Tadawul All Share Index (TASI),02-24-2010,6471.84,6471.84,6430.96,6465.69,126735992,2327897530.05,70261
Tadawul All Share Index (TASI),02-27-2010,6465.69,6477.31,6455,6473.05,117230782,2167205206.55,65529
Tadawul All Share Index (TASI),02-28-2010,6473.05,6473.97,6431.24,6437.5,122188807,2375780835.75,70237
Tadawul All Share Index (TASI),03-01-2010,6437.5,6447.05,6414.01,6424.24,126964694,2426513799.45,65864
Tadawul All Share Index (TASI),03-02-2010,6424.24,6457.37,6412.3,6444.69,122939947,2492147745.75,68561
Tadawul All Share Index (TASI),03-03-2010,6444.69,6479,6444.39,6478.58,135911433,2767622979.25,70394
Tadawul All Share Index (TASI),03-06-2010,6478.58,6552.09,6478.58,6539.67,176134678,3475719167.55,82102
Tadawul All Share Index (TASI),03-07-2010,6539.67,6568.47,6530.83,6560.46,125788804,2588977749.1,71932
Tadawul All Share Index (TASI),03-08-2010,6560.46,6582.66,6541.25,6553.99,130153194,2780079236.2,72812
Tadawul All Share Index (TASI),03-09-2010,6553.99,6553.99,6518.82,6530.1,117893732,2450714518.4,67979
Tadawul All Share Index (TASI),03-10-2010,6530.1,6572.25,6523.18,6565.95,124303148,2688164366.05,70176
Tadawul All Share Index (TASI),03-13-2010,6565.95,6593.92,6565.95,6583.78,171953188,3222026327.75,75648
Tadawul All Share Index (TASI),03-14-2010,6583.78,6608.97,6579.65,6603.41,180930918,3447760670.75,81285
Tadawul All Share Index (TASI),03-15-2010,6603.41,6609.61,6575.96,6578.1,162632176,2924858889.2,71097
Tadawul All Share Index (TASI),03-16-2010,6578.1,6618.86,6572.56,6613.57,158909838,3173435091.8,67675
Tadawul All Share Index (TASI),03-17-2010,6613.57,6674.76,6613.57,6674.41,174153377,3591783245.6,71916
Tadawul All Share Index (TASI),03-20-2010,6674.41,6717.97,6668.31,6699.78,151317184,3088496204.5,68425
Tadawul All Share Index (TASI),03-21-2010,6699.78,6724.76,6677.23,6722.04,147820536,3137386672.95,69928
Tadawul All Share Index (TASI),03-22-2010,6722.04,6730.23,6688.5,6692.61,157058620,3278769363.6,71992
Tadawul All Share Index (TASI),03-23-2010,6692.61,6740.28,6692,6738.83,152095127,3287888697.4,73017
Tadawul All Share Index (TASI),03-24-2010,6738.83,6759.86,6722.01,6756.98,151883961,3502211809.4,73188
Tadawul All Share Index (TASI),03-27-2010,6756.98,6801.66,6756.05,6801.64,137256025,3146206123.2,71943
Tadawul All Share Index (TASI),03-28-2010,6801.64,6817.9,6774.86,6795.75,138303391,3246798720.15,73622
Tadawul All Share Index (TASI),03-29-2010,6795.75,6805.23,6754.46,6770.05,126409270,2906751061.75,64712
Tadawul All Share Index (TASI),03-30-2010,6770.05,6824.74,6770.05,6814.99,172294636,3725441230.7,66903
Tadawul All Share Index (TASI),03-31-2010,6814.99,6823.82,6772.49,6801.01,143577516,3027922585.95,61787
Tadawul All Share Index (TASI),04-03-2010,6801.01,6843.14,6800.09,6826.48,144782170,3308040108,75172
Tadawul All Share Index (TASI),04-04-2010,6826.48,6832.5,6802.43,6822.34,122413299,2880759302.2,70698
Tadawul All Share Index (TASI),04-05-2010,6822.34,6829.35,6765.26,6805.32,144237097,3376758010.8,73331
Tadawul All Share Index (TASI),04-06-2010,6805.32,6831.15,6745.53,6759.47,149260372,3588132194.8,80065
Tadawul All Share Index (TASI),04-07-2010,6759.47,6774.98,6738.54,6774.98,131698171,3043161097.4,72036
Tadawul All Share Index (TASI),04-10-2010,6774.98,6871.69,6774.56,6868.83,163442417,3955706870.15,75932
Tadawul All Share Index (TASI),04-11-2010,6868.83,6897.05,6859,6894.55,197449498,4281034202.85,87432
Tadawul All Share Index (TASI),04-12-2010,6894.55,6897.89,6869.65,6883.14,194993181,4692087187.85,90920
Tadawul All Share Index (TASI),04-13-2010,6883.14,6902.22,6859.47,6883.8,245939092,5479540538.2,93595
Tadawul All Share Index (TASI),04-14-2010,6883.8,6918.9,6863.26,6890.74,215673416,5191994819.45,92404
Tadawul All Share Index (TASI),04-17-2010,6890.74,6895.11,6831.01,6882.01,228690561,4735275089.05,83616
Tadawul All Share Index (TASI),04-18-2010,6882.01,6883.59,6782.95,6844.3,213527813,4977873741.95,87338
Tadawul All Share Index (TASI),04-19-2010,6844.3,6856.28,6808.7,6852.4,228999009,5152580972.65,84708
Tadawul All Share Index (TASI),04-20-2010,6852.4,6856.78,6711.01,6714.59,287064193,6226945329.55,110215
Tadawul All Share Index (TASI),04-21-2010,6714.59,6762.31,6675.67,6730.12,204969158,4483584564.05,96519
Tadawul All Share Index (TASI),04-24-2010,6730.12,6859.11,6726.31,6855.82,213474668,5218425052.85,93352
Tadawul All Share Index (TASI),04-25-2010,6855.82,6908.95,6855.82,6892.94,204010804,4633026584.9,87277
Tadawul All Share Index (TASI),04-26-2010,6892.94,6931.45,6882.8,6929.4,187841497,4155355982.65,86004
Tadawul All Share Index (TASI),04-27-2010,6929.4,6930.37,6890.09,6912.17,167999633,3761025419.65,80498
Tadawul All Share Index (TASI),04-28-2010,6912.17,6912.17,6804.41,6867.97,195518527,4340834252.9,87736
Tadawul All Share Index (TASI),05-01-2010,6867.97,6917.33,6867.97,6916.79,195840460,4046357084.65,84801
Tadawul All Share Index (TASI),05-02-2010,6916.79,6930.88,6888.75,6907.34,187851358,3976639797.45,89681
Tadawul All Share Index (TASI),05-03-2010,6907.34,6908.52,6866.77,6891.72,180651435,3622368018.3,79990
Tadawul All Share Index (TASI),05-04-2010,6891.72,6939.33,6879.23,6886.08,196121209,4478414451.3,84774
Tadawul All Share Index (TASI),05-05-2010,6886.08,6886.08,6794.9,6817.86,180464403,4175086556.7,84150
Tadawul All Share Index (TASI),05-08-2010,6817.86,6817.86,6469.3,6516.71,262110038,5475717584.8,110474
Tadawul All Share Index (TASI),05-09-2010,6516.71,6674.19,6516.71,6674.04,207422187,4615546408.9,86441
Tadawul All Share Index (TASI),05-10-2010,6674.04,6785.85,6674.04,6760.72,223846818,5084774041.35,89338
Tadawul All Share Index (TASI),05-11-2010,6760.72,6763.96,6684.94,6689.81,176721066,3979432020.45,90565
Tadawul All Share Index (TASI),05-12-2010,6689.81,6731.47,6647.03,6691.69,149125907,3246448832.15,79959
Tadawul All Share Index (TASI),05-15-2010,6691.69,6691.69,6493.49,6539.36,168173565,3908445271.75,90144
Tadawul All Share Index (TASI),05-16-2010,6539.36,6547.19,6436.83,6526.45,171471449,4006385665.55,85188
Tadawul All Share Index (TASI),05-17-2010,6526.45,6526.45,6446.58,6494.08,176615567,4207340444.25,161317
Tadawul All Share Index (TASI),05-18-2010,6494.08,6559.24,6494.08,6557.09,151658612,3748124361.5,85643
Tadawul All Share Index (TASI),05-19-2010,6557.09,6557.09,6378.99,6401.06,189742593,4590568064.9,105913
Tadawul All Share Index (TASI),05-22-2010,6401.06,6401.06,6242.22,6315.46,199202069,4611084000.05,95735
Tadawul All Share Index (TASI),05-23-2010,6315.46,6336.47,6260.9,6271.15,207265947,4223236207.85,97171
Tadawul All Share Index (TASI),05-24-2010,6271.15,6307.51,6116.82,6177.25,198682179,4520376203.3,105502
Tadawul All Share Index (TASI),05-25-2010,6177.25,6177.25,5750.39,5760.33,252576523,5336114347.5,118376
Tadawul All Share Index (TASI),05-26-2010,5760.33,5924.54,5754.59,5862.31,229499479,4627719733.6,111370
Tadawul All Share Index (TASI),05-29-2010,5862.31,6197.13,5862.31,6175.96,294733974,5996208426.4,120999
Tadawul All Share Index (TASI),05-30-2010,6175.96,6204.28,6070.12,6087.28,206650619,4694947801.45,106346
Tadawul All Share Index (TASI),05-31-2010,6087.28,6125.78,6057.32,6120.52,148549078,3327309463.1,78421
Tadawul All Share Index (TASI),06-01-2010,6120.52,6120.52,5964.88,5966.02,128829420,2892118532.5,81579
Tadawul All Share Index (TASI),06-02-2010,5966.02,6023.92,5937.69,6001.38,130989968,3029479343.8,72722
Tadawul All Share Index (TASI),06-05-2010,6001.38,6001.38,5817.45,5927.45,164296671,3265872287.5,83937
Tadawul All Share Index (TASI),06-06-2010,5927.45,5945.82,5894.75,5924.59,143278719,2924882408.55,212860
Tadawul All Share Index (TASI),06-07-2010,5924.59,6004.35,5873.09,5988.18,187389460,3703664355.8,107423
Tadawul All Share Index (TASI),06-08-2010,5988.18,6009.77,5947.87,5999.91,135679109,3205660909.95,199585
Tadawul All Share Index (TASI),06-09-2010,5999.91,6114.59,5999.91,6110.98,212128139,4545118375.75,110512
Tadawul All Share Index (TASI),06-12-2010,6110.98,6290.08,6110.98,6278.26,272592223,5148398322.55,118546
Tadawul All Share Index (TASI),06-13-2010,6278.26,6307.71,6235.56,6262.56,213683094,4076717519.65,194932
Tadawul All Share Index (TASI),06-14-2010,6262.56,6345.81,6257.85,6340.03,199120017,3960267614.15,111656
Tadawul All Share Index (TASI),06-15-2010,6340.03,6341.86,6284.87,6323.95,214394386,4110235564.5,107899
Tadawul All Share Index (TASI),06-16-2010,6323.95,6395.99,6323.95,6346.44,203368628,3900454382.55,100194
Tadawul All Share Index (TASI),06-19-2010,6346.44,6404.07,6342.83,6345.67,153995281,3148642170.15,86668
Tadawul All Share Index (TASI),06-20-2010,6345.67,6416.8,6338.36,6413.1,193921063,3844360255.55,84490
Tadawul All Share Index (TASI),06-21-2010,6413.1,6462.71,6413.1,6450.68,189459378,4023386229.4,89052
Tadawul All Share Index (TASI),06-22-2010,6450.68,6450.68,6351.16,6363.55,206595514,4055124204.05,89377
Tadawul All Share Index (TASI),06-23-2010,6363.55,6363.55,6292.16,6343.47,154271092,3277526868.6,82556
Tadawul All Share Index (TASI),06-26-2010,6343.47,6354.41,6306.22,6352.89,132821703,2577076322.4,70036
Tadawul All Share Index (TASI),06-27-2010,6352.89,6352.89,6304.08,6318.16,140683207,2769498128.75,83699
Tadawul All Share Index (TASI),06-28-2010,6318.16,6330.4,6295.71,6302.58,133812531,2816942603.95,90141
Tadawul All Share Index (TASI),06-29-2010,6302.58,6302.58,6133.59,6135.86,173893103,3580855172.05,104199
Tadawul All Share Index (TASI),06-30-2010,6135.86,6152.38,6082.37,6093.76,136095931,2841094189.55,81616
Tadawul All Share Index (TASI),07-03-2010,6093.76,6096.49,5940.3,6033.91,117455975,2437233992.75,75574
Tadawul All Share Index (TASI),07-04-2010,6033.91,6054.7,5996.8,6002.61,121135037,2434114197.65,70741
Tadawul All Share Index (TASI),07-05-2010,6002.61,6053.82,5989.27,6030.32,108155730,2464255471.2,65080
Tadawul All Share Index (TASI),07-06-2010,6030.32,6125.74,6030.32,6125.73,154557525,3097739615.65,75283
Tadawul All Share Index (TASI),07-07-2010,6125.73,6125.73,6043.41,6056.41,110769846,2469308905.45,69836
Tadawul All Share Index (TASI),07-10-2010,6056.41,6209.34,6056.41,6200.26,141578780,3019064374.85,75064
Tadawul All Share Index (TASI),07-11-2010,6200.26,6266.98,6200.26,6241.1,138072231,3295679101.45,78892
Tadawul All Share Index (TASI),07-12-2010,6241.1,6241.1,6186.58,6216.7,111747845,2507052709.65,67187
Tadawul All Share Index (TASI),07-13-2010,6216.7,6235.3,6196.65,6216.67,115704483,2808088909.05,67613
Tadawul All Share Index (TASI),07-14-2010,6216.67,6253.28,6155.95,6174.74,133695646,3534107594.6,82948
Tadawul All Share Index (TASI),07-17-2010,6174.74,6174.74,6085.38,6133.96,81687997,1860936741.45,58571
Tadawul All Share Index (TASI),07-18-2010,6133.96,6163.74,6109.85,6117.21,87736052,1998869658.25,56648
Tadawul All Share Index (TASI),07-19-2010,6117.21,6131.3,6067.23,6131.3,102671399,2177815630.55,57899
Tadawul All Share Index (TASI),07-20-2010,6131.3,6150.69,6060.36,6068.65,120206388,2604374515.05,72898
Tadawul All Share Index (TASI),07-21-2010,6068.65,6089.98,6024.04,6089.95,130031569,2808355262.05,80859
Tadawul All Share Index (TASI),07-24-2010,6089.95,6187.4,6089.95,6187.39,122211429,2689218945.45,75038
Tadawul All Share Index (TASI),07-25-2010,6187.39,6188.06,6145.18,6175.03,109154794,2098809972.05,65167
Tadawul All Share Index (TASI),07-26-2010,6175.03,6240.76,6158.11,6217.23,127631389,2768950795.5,66358
Tadawul All Share Index (TASI),07-27-2010,6217.23,6277.63,6211.16,6274.95,147351903,2898839164.55,69014
Tadawul All Share Index (TASI),07-28-2010,6274.95,6303.26,6263.49,6266.81,118847576,2383456740.85,66747
Tadawul All Share Index (TASI),07-31-2010,6266.81,6292.67,6256.13,6283.73,118465048,2210796182.9,64928
Tadawul All Share Index (TASI),08-01-2010,6283.73,6332.3,6281.03,6316.69,144636435,2856396960.35,76996
Tadawul All Share Index (TASI),08-02-2010,6316.69,6342.37,6312.15,6332.45,144386999,3063919801.25,75397
Tadawul All Share Index (TASI),08-03-2010,6332.45,6373.91,6300.25,6301.35,149961211,3210739429.5,80512
Tadawul All Share Index (TASI),08-04-2010,6301.35,6306.99,6273.57,6300.44,105362907,2260245203.85,72978
Tadawul All Share Index (TASI),08-07-2010,6300.44,6336.35,6295.91,6335.57,117982201,2316473608.9,69200
Tadawul All Share Index (TASI),08-08-2010,6335.57,6345.69,6315.02,6323.95,114973664,2259472638.65,66874
Tadawul All Share Index (TASI),08-09-2010,6323.95,6334,6303.3,6317.67,172457767,2648379049.05,191481
Tadawul All Share Index (TASI),08-10-2010,6317.67,6319.18,6260.61,6264.01,130804348,2327026542.15,89219
Tadawul All Share Index (TASI),08-11-2010,6264.01,6264.01,6163.09,6187.97,192955390,2739254619.7,194866
Tadawul All Share Index (TASI),08-14-2010,6187.97,6187.97,6075.12,6122.34,245821839,4123745877.1,98970
Tadawul All Share Index (TASI),08-15-2010,6122.34,6174.27,6115.59,6172.83,113368158,1829657798.2,64429
Tadawul All Share Index (TASI),08-16-2010,6172.83,6181.61,6139.82,6158.04,71711831,1341607318.6,52244
Tadawul All Share Index (TASI),08-17-2010,6158.04,6169.95,6152.13,6161.76,83503252,1506631340.45,49555
Tadawul All Share Index (TASI),08-18-2010,6161.76,6172.12,6116.13,6121.06,90258020,1704227169.25,58440
Tadawul All Share Index (TASI),08-21-2010,6121.06,6121.98,6059.6,6090.22,91923072,1707459966.45,61688
Tadawul All Share Index (TASI),08-22-2010,6090.22,6107.2,6075.94,6090.87,68519099,1282583516.6,46666
Tadawul All Share Index (TASI),08-23-2010,6090.87,6106.75,6078.32,6106.75,63811099,1180183497.55,41533
Tadawul All Share Index (TASI),08-24-2010,6106.75,6106.75,6013.68,6018.27,81848598,1513968016.05,46352
Tadawul All Share Index (TASI),08-25-2010,6018.27,6023.86,5968.26,6001.24,79171424,1522342274.6,50781
Tadawul All Share Index (TASI),08-28-2010,6001.24,6071.53,6001.24,6055.54,80605197,1392352216.25,48924
Tadawul All Share Index (TASI),08-29-2010,6055.54,6087.13,6044.78,6085.67,63351241,1119004802.75,40339
Tadawul All Share Index (TASI),08-30-2010,6085.67,6093.24,6064.99,6071.72,53200675,989964703.85,36028
Tadawul All Share Index (TASI),08-31-2010,6071.72,6127.31,6027.04,6106.42,62158443,1115228152.8,36265
Tadawul All Share Index (TASI),09-01-2010,6106.42,6163.33,6105.82,6158.99,79903676,1501378826.65,44736
Tadawul All Share Index (TASI),09-04-2010,6158.99,6275.09,6158.99,6274.71,117582752,2294248763.75,58311
Tadawul All Share Index (TASI),09-05-2010,6274.71,6279,6241.7,6269.36,80317620,1569429124.05,50228
Tadawul All Share Index (TASI),09-06-2010,6269.36,6311.36,6264.64,6306.33,92390768,1791505810.85,56561
Tadawul All Share Index (TASI),09-14-2010,6306.33,6392.31,6305.75,6373.61,109019592,2245671741.6,53911
Tadawul All Share Index (TASI),09-15-2010,6373.61,6387.17,6342.35,6354.18,89052104,1795455555.55,55586
Tadawul All Share Index (TASI),09-18-2010,6354.18,6367.62,6332.85,6363.81,116138431,1978754292.1,60851
Tadawul All Share Index (TASI),09-19-2010,6363.81,6389.11,6353.39,6356.35,110787014,2094007676.35,60428
Tadawul All Share Index (TASI),09-20-2010,6356.35,6418.8,6352.86,6418.8,128639217,2625109750.4,60854
Tadawul All Share Index (TASI),09-21-2010,6418.8,6447.16,6403.16,6434.9,133813208,2694949574.5,67552
Tadawul All Share Index (TASI),09-25-2010,6434.9,6504.72,6434.9,6453.13,154357621,3012550136.25,72421
Tadawul All Share Index (TASI),09-26-2010,6453.13,6455.1,6419.32,6453.23,122066983,2307063885.55,61825
Tadawul All Share Index (TASI),09-27-2010,6453.23,6473.18,6438.4,6451.44,130302160,2488329890.55,65543
Tadawul All Share Index (TASI),09-28-2010,6451.44,6451.44,6398.71,6403.93,109722890,2157948790.2,55864
Tadawul All Share Index (TASI),09-29-2010,6403.93,6424.37,6379.22,6392.39,95974013,1844226440.2,50855
Tadawul All Share Index (TASI),10-02-2010,6392.39,6432.32,6367.51,6397.16,103406863,2204308084,54008
Tadawul All Share Index (TASI),10-03-2010,6397.16,6421.15,6366.43,6420.7,92987299,2041463490.35,51142
Tadawul All Share Index (TASI),10-04-2010,6420.7,6420.7,6382.03,6395.49,98039793,2041789992.85,51249
Tadawul All Share Index (TASI),10-05-2010,6395.49,6419.11,6378.82,6396.41,134909724,2822289088.2,65147
Tadawul All Share Index (TASI),10-06-2010,6396.41,6438.69,6396.41,6417.68,135289592,3021078791.15,62895
Tadawul All Share Index (TASI),10-09-2010,6417.68,6445.06,6382.62,6392.02,112923096,2280464708.95,53050
Tadawul All Share Index (TASI),10-10-2010,6392.02,6425,6366.29,6420.48,192685826,4143020948.3,73126
Tadawul All Share Index (TASI),10-11-2010,6420.48,6431.23,6354.06,6367.84,143624137,2961943133.4,63028
Tadawul All Share Index (TASI),10-12-2010,6367.84,6367.84,6310.91,6343.86,105851736,2205986639.65,55259
Tadawul All Share Index (TASI),10-13-2010,6343.86,6343.86,6266.64,6302.52,142217595,2768226009.75,65294
Tadawul All Share Index (TASI),10-16-2010,6302.52,6304.32,6217.95,6226.78,132603143,2592159952.65,63584
Tadawul All Share Index (TASI),10-17-2010,6226.78,6262.7,6212.81,6260.55,122872446,2379055889.95,56195
Tadawul All Share Index (TASI),10-18-2010,6260.55,6313.04,6256.59,6285.24,124064624,3231265973.15,63792
Tadawul All Share Index (TASI),10-19-2010,6285.24,6301.84,6255.02,6263.61,113582259,2651434622.7,60970
Tadawul All Share Index (TASI),10-20-2010,6263.61,6263.61,6207.76,6230.15,108439651,2431555568.3,59108
Tadawul All Share Index (TASI),10-23-2010,6230.15,6289.66,6206.38,6286.97,119203535,2524622261.8,80923
Tadawul All Share Index (TASI),10-24-2010,6286.97,6321.9,6280.75,6300.29,117462983,2633250998.9,67004
Tadawul All Share Index (TASI),10-25-2010,6300.29,6333.54,6297.75,6329.89,110350136,2575897131.9,64818
Tadawul All Share Index (TASI),10-26-2010,6329.89,6342.21,6295.73,6332.79,118922972,2697786131.2,64958
Tadawul All Share Index (TASI),10-27-2010,6332.79,6332.79,6304.54,6309.92,102766087,2401536685.35,65786
Tadawul All Share Index (TASI),10-30-2010,6309.92,6355.36,6303.58,6354.09,116775037,2483532842.15,58310
Tadawul All Share Index (TASI),10-31-2010,6354.09,6380.03,6350.84,6353.88,120225563,2780388732.35,62567
Tadawul All Share Index (TASI),11-01-2010,6353.88,6373.85,6335.27,6363.99,107330765,2804411816.25,56552
Tadawul All Share Index (TASI),11-02-2010,6363.99,6372.71,6341.41,6372.71,113118896,2787850690.45,64239
Tadawul All Share Index (TASI),11-03-2010,6372.71,6382.98,6339.85,6344.02,119257108,2910585456.05,69528
Tadawul All Share Index (TASI),11-06-2010,6344.02,6461.74,6344.02,6461.74,164835030,4617875029.55,78327
Tadawul All Share Index (TASI),11-07-2010,6461.74,6467.53,6425.93,6436.21,141515725,3616920061.4,76025
Tadawul All Share Index (TASI),11-08-2010,6436.21,6459.97,6425.73,6431.18,139168667,3342958884.15,70520
Tadawul All Share Index (TASI),11-09-2010,6431.18,6455.21,6416.21,6452.49,191198772,3711508550.5,76051
Tadawul All Share Index (TASI),11-10-2010,6452.49,6467.99,6433.68,6443.61,181420816,3833982635.5,81827
Tadawul All Share Index (TASI),11-20-2010,6443.61,6461.96,6379.3,6383.69,82404847,2177287445.7,47602
Tadawul All Share Index (TASI),11-21-2010,6383.69,6406.13,6348.93,6362.37,97689759,2056509676.35,53220
Tadawul All Share Index (TASI),11-22-2010,6362.37,6386.26,6355.7,6363.2,96296395,2242980755.5,51598
Tadawul All Share Index (TASI),11-23-2010,6363.2,6364.61,6283.74,6295.49,107201769,2378710989.05,56143
Tadawul All Share Index (TASI),11-24-2010,6295.49,6299.06,6250.42,6291.3,110714341,2431902044.1,58036
Tadawul All Share Index (TASI),11-27-2010,6291.3,6317.12,6276.5,6298.89,84724557,1954976434.2,49332
Tadawul All Share Index (TASI),11-28-2010,6298.89,6335.19,6293.36,6309.97,102841028,2368032657.8,57963
Tadawul All Share Index (TASI),11-29-2010,6309.97,6356.93,6309.97,6332.43,94841232,2254079824.95,54393
Tadawul All Share Index (TASI),11-30-2010,6332.43,6333.84,6292.25,6318.5,88645811,1748257239.5,47105
Tadawul All Share Index (TASI),12-01-2010,6318.5,6356.19,6315.74,6344.88,116682355,2470729454.55,57641
Tadawul All Share Index (TASI),12-04-2010,6344.88,6424.78,6344.38,6421.86,144946001,3464600469.2,66414
Tadawul All Share Index (TASI),12-05-2010,6421.86,6429.55,6377.07,6403.2,113486399,2706289732.25,65092
Tadawul All Share Index (TASI),12-06-2010,6403.2,6422.03,6392.49,6400.8,117312948,2874857596.15,65297
Tadawul All Share Index (TASI),12-07-2010,6400.8,6442.74,6397.69,6436.64,135493419,3445243349.55,69608
Tadawul All Share Index (TASI),12-08-2010,6436.64,6461.82,6409.84,6457.18,148999262,3408838131.6,76481
Tadawul All Share Index (TASI),12-11-2010,6457.18,6474.58,6441.97,6455.99,145287994,3376319599.15,79378
Tadawul All Share Index (TASI),12-12-2010,6455.99,6464.5,6437.77,6461.4,124042586,2997450289.15,69453
Tadawul All Share Index (TASI),12-13-2010,6461.4,6510.27,6440.43,6508.93,175827410,4132395575.4,79785
Tadawul All Share Index (TASI),12-14-2010,6508.93,6532.35,6502.18,6523.01,166582899,3289056250.7,75757
Tadawul All Share Index (TASI),12-15-2010,6523.01,6523.01,6487.37,6499,128473097,2911115846.75,67810
Tadawul All Share Index (TASI),12-18-2010,6499,6566.8,6499,6563.58,158590300,3428612659.35,74263
Tadawul All Share Index (TASI),12-19-2010,6563.58,6577.11,6544.96,6577.11,146295771,3058360563.95,72580
Tadawul All Share Index (TASI),12-20-2010,6577.11,6595.27,6552.96,6595.27,124659305,2816864817.2,66117
Tadawul All Share Index (TASI),12-21-2010,6595.27,6612.38,6588.61,6605.47,122179730,2897348223.7,69084
Tadawul All Share Index (TASI),12-22-2010,6605.47,6615.66,6585.03,6609.53,146526549,3166359466.85,74111
Tadawul All Share Index (TASI),12-25-2010,6609.53,6621.61,6599.72,6609.14,152536702,2942815544,69628
Tadawul All Share Index (TASI),12-26-2010,6609.14,6616,6586.01,6611.81,141795808,2813727004.1,69253
Tadawul All Share Index (TASI),12-27-2010,6611.81,6620.08,6560.1,6581.74,143013851,3245095948.2,73318
Tadawul All Share Index (TASI),12-28-2010,6581.74,6627.74,6577.49,6616.9,120563453,2706223825,65292
Tadawul All Share Index (TASI),12-29-2010,6616.9,6639.27,6610.54,6620.75,135015237,3233020105.2,68202
Tadawul All Share Index (TASI),01-01-2011,6620.75,6654.79,6616.86,6654.4,139507672,2796280041.05,64629
Tadawul All Share Index (TASI),01-02-2011,6654.4,6666.55,6642.45,6656.35,122432518,2699638172.15,65397
Tadawul All Share Index (TASI),01-03-2011,6656.35,6682.71,6646.05,6676.66,135564488,3347805058.05,68507
Tadawul All Share Index (TASI),01-04-2011,6676.66,6704.4,6676.14,6699.96,164321874,3966376686.25,74102
Tadawul All Share Index (TASI),01-05-2011,6699.96,6712.4,6678.32,6696.55,145495924,3239033275.8,69702
Tadawul All Share Index (TASI),01-08-2011,6696.55,6730.16,6690.8,6729.6,216005816,4165682903.6,76995
Tadawul All Share Index (TASI),01-09-2011,6729.6,6748.83,6711.21,6723.32,189520217,3517664758.85,70204
Tadawul All Share Index (TASI),01-10-2011,6723.32,6724.1,6661,6668.13,183856234,3952293493.3,75274
Tadawul All Share Index (TASI),01-11-2011,6668.13,6702.16,6662.1,6701.28,139792279,3130261565.95,65832
Tadawul All Share Index (TASI),01-12-2011,6701.28,6733.42,6701.07,6717.18,168931243,3978374617,77014
Tadawul All Share Index (TASI),01-15-2011,6717.18,6788.48,6717.18,6778.99,199502048,4045514597.25,76912
Tadawul All Share Index (TASI),01-16-2011,6778.99,6791.43,6760.54,6788.42,158812019,3826090419.05,73186
Tadawul All Share Index (TASI),01-17-2011,6788.42,6795.29,6763.15,6768.24,160978330,3978254819.65,71584
Tadawul All Share Index (TASI),01-18-2011,6768.24,6769.12,6686.22,6715.64,145864693,3584710804.05,70745
Tadawul All Share Index (TASI),01-19-2011,6715.64,6715.64,6610.22,6657.73,150266257,3828297930.7,75414
Tadawul All Share Index (TASI),01-22-2011,6657.73,6675.35,6642.88,6652.11,139497338,2893154535.4,69668
Tadawul All Share Index (TASI),01-23-2011,6652.11,6695.57,6639.12,6692.31,133657500,3194985622.25,75564
Tadawul All Share Index (TASI),01-24-2011,6692.31,6729.9,6692.31,6722.79,132757588,2989050128.05,69157
Tadawul All Share Index (TASI),01-25-2011,6722.79,6747.53,6713.08,6723.83,115786648,2615908504,61894
Tadawul All Share Index (TASI),01-26-2011,6723.83,6724.38,6677.58,6697.8,128928760,2846108718.25,61850
Tadawul All Share Index (TASI),01-29-2011,6697.8,6697.8,6247.72,6267.22,287512566,6304065231.9,121508
Tadawul All Share Index (TASI),01-30-2011,6267.22,6443.75,6222.21,6421.97,216117255,4857661947.15,100733
Tadawul All Share Index (TASI),01-31-2011,6421.97,6467.23,6296.42,6358.03,185624326,4056509038.5,87082
Tadawul All Share Index (TASI),02-01-2011,6358.03,6403.31,6333.51,6373.17,135506062,2968444326.4,65267
Tadawul All Share Index (TASI),02-02-2011,6373.17,6516.18,6373.17,6513.28,188829865,4216774388.1,81628
Tadawul All Share Index (TASI),02-05-2011,6513.28,6548.2,6505.12,6531.28,130349058,2822020942.45,63260
Tadawul All Share Index (TASI),02-06-2011,6531.28,6586.36,6531.05,6584.85,154108143,3219176048.45,74067
Tadawul All Share Index (TASI),02-07-2011,6584.85,6623.2,6584.85,6616.41,162453194,3470347921.6,76499
Tadawul All Share Index (TASI),02-08-2011,6616.41,6632.67,6581.82,6602.15,159454111,3692543982,81963
Tadawul All Share Index (TASI),02-09-2011,6602.15,6620.4,6593.13,6611.6,138292296,2887361409.2,69538
Tadawul All Share Index (TASI),02-12-2011,6611.6,6669.43,6610.22,6635.86,158508079,3550939800.95,76330
Tadawul All Share Index (TASI),02-13-2011,6635.86,6649.09,6608.09,6626.89,140557208,3275920325,72558
Tadawul All Share Index (TASI),02-14-2011,6626.89,6636.7,6586.54,6624.2,143543270,3205845496.95,75476
Tadawul All Share Index (TASI),02-15-2011,6624.2,6627.02,6597.32,6606.05,141638188,3127741395.85,76133
Tadawul All Share Index (TASI),02-16-2011,6606.05,6606.05,6472.26,6486.83,178928556,4066539472.9,94108
Tadawul All Share Index (TASI),02-19-2011,6486.83,6486.83,6295.13,6383.88,170164887,3987778004,87355
Tadawul All Share Index (TASI),02-20-2011,6383.88,6420.96,6323.81,6333.91,150636890,3547036694.75,79467
Tadawul All Share Index (TASI),02-21-2011,6333.91,6352.89,6279.13,6298.85,126144541,3056530647.4,71286
Tadawul All Share Index (TASI),02-22-2011,6298.85,6298.85,6202.46,6277.03,138857225,3147589727,74081
